Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
34,14:30:57,3/16/24,Eschscholzia californica,t,KG_24,"37.80691,122.25933","\""Petals \""",Kevin Simonin,34,0.002601119,2.53097928,0.002598448,0.047163351,1.269854,1.268115,3.075054639,1.805200639,12.477637,12.494755,30.25735156,0.4417875,7.5,42.87,42.81,23.82,24.44,24.44,101.63,120.2,120,0.2,54,3.99,14:28:56,3/16/24,0.18,1,0.002,0.002,-9999,0.003,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488761,2.499629,1.356398,0.843863,0.285916,0.00637,0.126072,0.153257,43.316246,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
35,14:31:07,3/16/24,Eschscholzia californica,t,KG_24,"37.80691,122.25934","\""Petals \""",Kevin Simonin,35,0.007334248,2.53355312,0.007313078,0.132832848,1.279763,1.274872,3.086118383,1.806355383,12.544493,12.59262,30.36621453,0.4417875,7.5,43.17,43,23.83,24.5,24.5,101.63,120.4,120.1,0.2,59,3.99,14:28:56,3/16/24,0.18,1,-0.002,0,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489042,2.500071,1.35775,0.844071,0.285762,0.006991,0.12707,0.157818,43.295143,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
36,14:31:20,3/16/24,Eschscholzia californica,t,KG_24,"37.80691,122.25935","\""Petals \""",Kevin Simonin,36,0.001967631,2.53355312,0.001966104,0.034793421,1.27253,1.271249,3.032964153,1.760434153,12.508814,12.521421,29.84319741,0.4417875,7.5,42.89,42.84,23.84,24.21,24.21,101.63,120.4,119.6,0.6,59,3.99,14:28:56,3/16/24,0.18,1,0.002,0.003,-9999,-0.001,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488807,2.499652,1.357846,0.842963,0.285603,0.003426,0.128247,0.158069,43.273689,0.000135,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
37,14:33:10,3/16/24,Eschscholzia californica,b,KG_25,"37.80691,122.25936","\""Petals \""",Kevin Simonin,37,-0.005443911,2.53226688,-0.005455639,-0.123125484,1.220944,1.225483,3.461074802,2.240130802,12.061901,12.017228,34.06569687,0.4417875,7.5,41.24,41.4,23.81,26.43,26.43,101.6,120.3,119.9,0.4,1541,3.988,14:28:56,3/16/24,0.18,1,-0.001,0,-9999,-0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486684,2.497212,1.356862,0.843492,0.286035,0.02992,0.13846,1.444559,43.127777,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
38,14:33:19,3/16/24,Eschscholzia californica,b,KG_25,"37.80691,122.25937","\""Petals \""",Kevin Simonin,38,0.003196727,2.534838,0.003192701,0.06956361,1.243132,1.240572,3.406337388,2.163205388,12.208612,12.233804,33.52364323,0.4417875,7.5,41.98,41.9,23.81,26.16,26.16,101.61,120.5,120,0.5,1597,3.988,14:28:56,3/16/24,0.18,1,0,-0.003,-9999,-0.003,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487422,2.498316,1.358595,0.84373,0.285995,0.02668,0.139357,1.493431,43.119907,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
39,14:33:28,3/16/24,Eschscholzia californica,b,KG_25,"37.80691,122.25938","\""Petals \""",Kevin Simonin,39,0.002336124,2.53355312,0.002333972,0.050310008,1.202467,1.200613,3.344424378,2.141957378,11.812986,11.831228,32.90460821,0.4417875,7.5,40.62,40.56,23.8,25.85,25.85,101.64,120.4,119.6,0.6,1879,3.988,14:28:56,3/16/24,0.18,1,0,0,-9999,-0.005,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485452,2.496289,1.357889,0.843015,0.286064,0.023023,0.140178,1.73804,43.108822,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
40,14:33:41,3/16/24,Eschscholzia californica,t,KG_25,"37.80691,122.25939","\""Petals \""",Kevin Simonin,40,-0.00252515,2.53226688,-0.002527671,-0.045564769,1.215476,1.217157,3.009397389,1.793921389,11.976144,11.959611,29.61130955,0.4417875,7.5,41.08,41.14,23.8,24.08,24.08,101.63,120.3,119.7,0.5,63,3.988,14:28:56,3/16/24,0.18,1,-0.001,0.001,-9999,0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486306,2.496974,1.357316,0.843106,0.286146,0.002523,0.141271,0.161569,43.097019,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
41,14:33:50,3/16/24,Eschscholzia californica,t,KG_25,"37.80691,122.25940","\""Petals \""",Kevin Simonin,41,0.009417793,2.53612152,0.00938295,0.163530265,1.240567,1.234552,2.975241679,1.734674679,12.146173,12.205347,29.27235024,0.4417875,7.5,41.94,41.73,23.79,23.89,23.89,101.64,120.6,119.7,0.7,63,3.988,14:28:56,3/16/24,0.18,1,-0.001,-0.003,-9999,0,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487185,2.49825,1.358979,0.843107,0.286177,0.000347,0.142115,0.161482,43.095589,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
42,14:34:01,3/16/24,Eschscholzia californica,t,KG_25,"37.80691,122.25941","\""Petals \""",Kevin Simonin,42,0.002651566,2.53355312,0.002648794,0.045554006,1.223825,1.222146,2.936116851,1.712291851,12.024828,12.041342,28.8874149,0.4417875,7.5,41.38,41.32,23.79,23.67,23.67,101.64,120.4,119.9,0.5,58,3.988,14:28:56,3/16/24,0.18,1,-0.004,-0.001,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48658,2.497421,1.358001,0.843503,0.28622,-0.0021,0.143074,0.157206,43.076633,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
43,14:35:31,3/16/24,Eschscholzia californica,b,KG_26,"37.80691,122.25942","\""Petals \""",Kevin Simonin,43,0.00190774,2.534838,0.001906305,0.030827388,1.215769,1.214634,2.826555609,1.610786609,11.95138,11.962547,27.81221695,0.4417875,7.5,41.48,41.44,23.64,23.04,23.04,101.63,120.5,119.7,0.7,224,3.987,14:28:56,3/16/24,0.18,1,-0.001,-0.002,-9999,-0.004,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486788,2.497604,1.358611,0.843177,0.287939,-0.00763,0.151016,0.301099,42.980076,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
44,14:35:42,3/16/24,Eschscholzia californica,b,KG_26,"37.80691,122.25943","\""Petals \""",Kevin Simonin,44,-0.012220181,2.53355312,-0.012279409,-0.191662698,1.265098,1.272156,2.819721724,1.554623724,12.516883,12.447431,27.74224443,0.4417875,7.5,43.21,43.45,23.62,23,23,101.64,120.4,119.7,0.6,209,3.986,14:28:56,3/16/24,0.18,1,-0.002,0.003,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489751,2.500184,1.358069,0.843034,0.288156,-0.007855,0.151946,0.288547,42.964699,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
45,14:36:04,3/16/24,Eschscholzia californica,b,KG_26,"37.80691,122.25944","\""Petals \""",Kevin Simonin,45,0.01189075,2.53355312,0.011835204,0.188156073,1.274419,1.26749,2.857487716,1.583068716,12.470784,12.538959,28.11381067,0.4417875,7.5,43.62,43.39,23.59,23.22,23.22,101.64,120.4,119.8,0.5,213,3.986,14:28:56,3/16/24,0.18,1,-0.001,-0.001,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489661,2.500802,1.357431,0.843369,0.288566,-0.004925,0.15384,0.291771,42.936802,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
46,14:36:23,3/16/24,Eschscholzia californica,t,KG_26,"37.80691,122.25945","\""Petals \""",Kevin Simonin,46,0.005565971,2.53355312,0.00555377,0.085954641,1.245812,1.242646,2.787457777,1.541645777,12.226648,12.257801,27.42750937,0.4417875,7.5,42.7,42.6,23.56,22.81,22.81,101.63,120.4,119.8,0.5,6,3.986,14:28:56,3/16/24,0.18,1,0,0,-9999,0.005,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488506,2.499444,1.357771,0.843405,0.288833,-0.009335,0.155478,0.111527,42.914272,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
47,14:36:43,3/16/24,Eschscholzia californica,t,KG_26,"37.80691,122.25946","\""Petals \""",Kevin Simonin,47,0.018089463,2.534838,0.017961285,0.286305637,1.254591,1.244055,2.84198485,1.58739385,12.241477,12.345149,27.96403474,0.4417875,7.5,43.04,42.68,23.55,23.13,23.13,101.63,120.5,119.9,0.5,20,3.986,14:28:56,3/16/24,0.18,1,0,-0.002,-9999,-0.001,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48863,2.499944,1.358953,0.843674,0.288985,-0.005532,0.157248,0.123728,42.888165,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
48,14:36:58,3/16/24,Eschscholzia californica,t,KG_26,"37.80691,122.25947","\""Petals \""",Kevin Simonin,48,0.013444731,2.534838,0.013373797,0.207704804,1.235161,1.227516,2.782393108,1.547232108,12.078699,12.153924,27.37767498,0.4417875,7.5,42.39,42.13,23.54,22.78,22.78,101.63,120.5,120,0.5,9,3.985,14:28:56,3/16/24,0.18,1,-0.002,-0.001,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487829,2.498988,1.358862,0.843744,0.289084,-0.009397,0.158482,0.114743,42.870998,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
49,14:37:51,3/16/24,Eschscholzia californica,b,KG_27,"37.80691,122.25948","\""Petals \""",Kevin Simonin,49,-0.001544687,2.53355312,-0.00154563,-0.024869387,1.251788,1.252704,2.854036257,1.602248257,12.326516,12.317503,28.08261593,0.4417875,7.5,43.01,43.04,23.52,23.2,23.2,101.63,120.4,119.4,0.8,749,3.984,14:28:56,3/16/24,0.18,1,0.002,0.003,-9999,-0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489173,2.49991,1.357584,0.842532,0.289295,-0.004466,0.162999,0.756639,42.840958,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
50,14:38:05,3/16/24,Eschscholzia californica,b,KG_27,"37.80691,122.25949","\""Petals \""",Kevin Simonin,50,-0.001845422,2.53612152,-0.001846766,-0.028070544,1.323661,1.324693,2.836833604,1.513172604,13.034787,13.024638,27.91334846,0.4417875,7.5,45.51,45.54,23.51,23.1,23.1,101.63,120.6,119.8,0.6,793,3.984,14:28:56,3/16/24,0.18,1,0.004,0.004,-0.009,0.004,-0.001,0,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492828,2.503601,1.359055,0.843405,0.289408,-0.00549,0.164196,0.795092,42.835236,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
51,14:38:18,3/16/24,Eschscholzia californica,b,KG_27,"37.80691,122.25950","\""Petals \""",Kevin Simonin,51,-0.009854993,2.53097928,-0.009893516,-0.151478252,1.367019,1.372601,2.890459107,1.523440107,13.505767,13.450841,28.44100273,0.4417875,7.5,47.03,47.22,23.5,23.41,23.41,101.63,120.2,120.1,0,1102,3.983,14:28:56,3/16/24,0.18,1,0,0.003,-9999,-0.001,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.495257,2.505828,1.355925,0.844152,0.289513,-0.001804,0.165392,1.063409,42.834877,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
52,14:38:37,3/16/24,Eschscholzia californica,t,KG_27,"37.80691,122.25951","\""Petals \""",Kevin Simonin,52,0.005220978,2.534838,0.005210247,0.077538407,1.350537,1.347687,2.831690527,1.481153527,13.261762,13.289812,27.86548443,0.4417875,7.5,46.47,46.38,23.5,23.07,23.07,101.62,120.5,119.7,0.6,11,3.984,14:28:56,3/16/24,0.18,1,-0.001,-0.004,-9999,-0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.49404,2.505021,1.358309,0.843242,0.289577,-0.005643,0.166978,0.116219,42.81485,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
53,14:38:58,3/16/24,Eschscholzia californica,t,KG_27,"37.80691,122.25952","\""Petals \""",Kevin Simonin,53,0.008092263,2.53355312,0.008066498,0.120074048,1.310362,1.305943,2.792530509,1.482168509,12.851616,12.895107,27.48012704,0.4417875,7.5,45.09,44.94,23.5,22.84,22.84,101.62,120.4,119.5,0.7,18,3.984,14:28:56,3/16/24,0.18,1,0.003,0.003,0.01,-0.001,-0.003,-0.002,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.491946,2.502985,1.357946,0.842741,0.289563,-0.008281,0.168651,0.122747,42.802692,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
54,14:39:24,3/16/24,Eschscholzia californica,t,KG_27,"37.80691,122.25953","\""Petals \""",Kevin Simonin,54,0.002739798,2.53612152,0.002736841,0.042068255,1.270288,1.268742,2.801003013,1.530715013,12.485097,12.500315,27.56350141,0.4417875,7.5,43.64,43.58,23.53,22.89,22.89,101.62,120.6,119.7,0.7,20,3.983,14:39:11,3/16/24,0.12,1,-0.001,0.001,0.008,0.001,-0.002,-0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489964,2.500925,1.359172,0.843175,0.289245,-0.007995,0.170821,0.123896,42.793037,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
55,14:40:34,3/16/24,Eschscholzia californica,b,KG_28,"37.80691,122.25954","\""Petals \""",Kevin Simonin,55,-0.005618169,2.53355312,-0.005630655,-0.109224772,1.270776,1.274798,3.198683994,1.927907994,12.544844,12.505267,31.47691393,0.4417875,7.5,43.5,43.64,23.58,25.1,25.1,101.62,120.4,119.9,0.4,993,3.982,14:39:11,3/16/24,0.12,1,0.001,0.001,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490035,2.500715,1.358012,0.843694,0.288587,0.016788,0.176492,0.968805,42.753696,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
56,14:40:45,3/16/24,Eschscholzia californica,b,KG_28,"37.80691,122.25955","\""Petals \""",Kevin Simonin,56,-0.005382105,2.53355312,-0.005393563,-0.085171198,1.229632,1.23277,2.80270021,1.57306821,12.130369,12.099495,27.57748903,0.4417875,7.5,42.09,42.2,23.59,22.9,22.9,101.63,120.4,119.8,0.5,109,3.982,14:39:11,3/16/24,0.12,1,0.002,-0.001,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487922,2.498623,1.357972,0.843376,0.288584,-0.008617,0.17734,0.201744,42.744041,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
57,14:40:55,3/16/24,Eschscholzia californica,b,KG_28,"37.80691,122.25956","\""Petals \""",Kevin Simonin,57,-0.002808422,2.53612152,-0.002811536,-0.044132418,1.230705,1.232328,2.794223214,1.563518214,12.126704,12.110733,27.49678424,0.4417875,7.5,42.14,42.19,23.58,22.85,22.85,101.62,120.6,119.6,0.8,1113,3.982,14:39:11,3/16/24,0.12,1,0,-0.004,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487908,2.498686,1.359278,0.842894,0.288609,-0.009083,0.17814,1.073523,42.73653,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
58,14:41:08,3/16/24,Eschscholzia californica,t,KG_28,"37.80691,122.25957","\""Petals \""",Kevin Simonin,58,-0.000118813,2.53612152,-0.000118818,-0.001962678,1.268985,1.269057,2.913209753,1.644224753,12.487097,12.486387,28.6648603,0.4417875,7.5,43.45,43.46,23.58,23.54,23.54,101.63,120.6,119.6,0.8,19,3.982,14:39:11,3/16/24,0.12,1,0.002,0.004,-0.007,-0.001,-0.001,-0.004,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489764,2.500642,1.359361,0.842968,0.288635,-0.001157,0.179178,0.12289,42.71257,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
59,14:41:17,3/16/24,Eschscholzia californica,t,KG_28,"37.80691,122.25958","\""Petals \""",Kevin Simonin,59,0.012347594,2.53226688,0.012287678,0.198000971,1.293588,1.286292,2.897442697,1.603854697,12.656398,12.728186,28.50971855,0.4417875,7.5,44.3,44.05,23.58,23.45,23.45,101.63,120.3,120,0.3,19,3.981,14:39:11,3/16/24,0.12,1,0.003,0.004,-9999,0.003,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490628,2.501887,1.357254,0.843733,0.288634,-0.002284,0.179956,0.123171,42.707207,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
60,14:41:27,3/16/24,Eschscholzia californica,t,KG_28,"37.80691,122.25959","\""Petals \""",Kevin Simonin,60,0.00403403,2.53226688,0.004027614,0.065103711,1.247865,1.245465,2.857487716,1.609622716,12.255107,12.278722,28.11657696,0.4417875,7.5,42.73,42.65,23.58,23.22,23.22,101.63,120.3,119.5,0.7,19,3.982,14:39:11,3/16/24,0.12,1,0.001,-0.001,-9999,0.005,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488584,2.499574,1.357231,0.842662,0.288649,-0.004864,0.180778,0.12292,42.7047,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
61,14:42:21,3/16/24,Eschscholzia californica,b,KG_29,"37.80691,122.25960","\""Petals \""",Kevin Simonin,61,-0.000779391,2.534838,-0.000779631,-0.019695232,1.278384,1.279109,3.781586348,2.503202348,12.586836,12.579706,37.21301268,0.4417875,7.5,43.71,43.74,23.6,27.94,27.94,101.62,120.5,119.9,0.5,1798,3.981,14:39:11,3/16/24,0.12,1,0.003,-0.002,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490174,2.501023,1.358512,0.843525,0.288368,0.050463,0.184962,1.66814,42.639256,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
62,14:42:30,3/16/24,Eschscholzia californica,b,KG_29,"37.80691,122.25961","\""Petals \""",Kevin Simonin,62,-0.001600358,2.534838,-0.001601369,-0.036759354,1.28968,1.291033,3.566566301,2.276886301,12.703918,12.690612,35.09709015,0.4417875,7.5,44.07,44.12,23.61,26.94,26.94,101.62,120.5,119.9,0.5,1806,3.98,14:39:11,3/16/24,0.12,1,0.002,0.002,-9999,-0.001,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490726,2.501549,1.358855,0.843623,0.288243,0.038202,0.185724,1.6747,42.640327,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
63,14:42:43,3/16/24,Eschscholzia californica,b,KG_29,"37.80691,122.25962","\""Petals \""",Kevin Simonin,63,0.004088429,2.53226688,0.004081839,0.080832144,1.224386,1.221406,3.192971676,1.968585676,12.018904,12.048231,31.4207014,0.4417875,7.5,41.82,41.72,23.62,25.07,25.07,101.62,120.3,119.8,0.4,1799,3.981,14:39:11,3/16/24,0.12,1,-0.001,0.001,-9999,-0.001,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487208,2.498213,1.357048,0.843284,0.288171,0.016044,0.18683,1.668883,42.643906,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
64,14:42:56,3/16/24,Eschscholzia californica,t,KG_29,"37.80691,122.25963","\""Petals \""",Kevin Simonin,64,0.000855434,2.534838,0.000855145,0.01557481,1.248799,1.248226,3.060356922,1.811557922,12.283149,12.288789,30.11569496,0.4417875,7.5,42.63,42.61,23.63,24.36,24.36,101.62,120.5,119.5,0.8,45,3.98,14:39:11,3/16/24,0.12,1,-0.002,0,0.008,-0.003,-0.001,-0.001,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.488514,2.499411,1.358737,0.842718,0.288049,0.007702,0.187911,0.145962,42.634247,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
65,14:43:06,3/16/24,Eschscholzia californica,t,KG_29,"37.80691,122.25964","\""Petals \""",Kevin Simonin,65,0.014204106,2.534838,0.014124956,0.250309563,1.296322,1.287115,3.058524032,1.762202032,12.665681,12.756281,30.09765826,0.4417875,7.5,44.23,43.91,23.64,24.35,24.35,101.62,120.5,119.9,0.5,41,3.98,14:39:11,3/16/24,0.12,1,0.003,0.004,-9999,0,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.490421,2.501774,1.358837,0.843569,0.287938,0.007473,0.188675,0.14195,42.632462,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
66,14:43:18,3/16/24,Eschscholzia californica,t,KG_29,"37.80691,122.25965","\""Petals \""",Kevin Simonin,66,0.017065524,2.534838,0.0169514,0.291903324,1.331439,1.320705,3.043895429,1.712456429,12.995806,13.101424,29.95075695,0.4417875,7.5,45.39,45.02,23.66,24.27,24.27,101.63,120.5,119.7,0.6,38,3.979,14:39:11,3/16/24,0.12,1,-0.002,0.004,-9999,0,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.492032,2.503477,1.358242,0.843226,0.287768,0.00639,0.189636,0.139951,42.632462,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
67,14:44:12,3/16/24,Eschscholzia californica,b,KG_30,"37.80691,122.25966","\""Petals \""",Kevin Simonin,67,0.002495264,2.534838,0.00249281,0.042167335,1.267024,1.265473,2.950291684,1.683267684,12.452742,12.468009,29.0325889,0.4417875,7.5,43.03,42.98,23.72,23.75,23.75,101.62,120.5,119.7,0.6,81,3.98,14:39:11,3/16/24,0.12,1,0.002,0.002,-9999,0.002,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.489033,2.499985,1.358292,0.843232,0.287063,-0.000351,0.193825,0.176931,42.612793,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
