Obs#,Time,Date,Species,t_or_b,Plant,Location,configName,configAuthor,Sample,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
34,11:24:49,3/8/24,Eschscholzia_californica,t,AD_6,"37.7243871, -122.4761982","\""Petals \""",Kevin Simonin,34,0.013223125,2.53226688,0.013154435,0.214642907,1.077034,1.069085,2.709030857,1.631996857,10.490538,10.56853,26.58258126,0.4417875,7.5,40.97,40.67,21.85,22.34,22.34,101.91,120.3,119.7,0.4,46,3.826,11:19:03,3/8/24,0.14,1,-0.001,0.005,-9999,-0.004,-0.005,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486044,2.497309,1.356652,0.843203,0.309382,0.00504,0.27358,0.146639,50.955536,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
35,11:25:32,3/8/24,Eschscholzia_californica,t,AD_6,"37.7243871, -122.4761982","\""Petals \""",Kevin Simonin,35,0.022278085,2.534838,0.022083994,0.380415183,1.010609,0.996537,2.733848215,1.723239215,9.778646,9.916734,26.82610357,0.4417875,7.5,38.02,37.49,22.03,22.49,22.49,101.91,120.5,120.3,0.2,28,3.825,11:19:03,3/8/24,0.14,1,0,0,-9999,0,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481254,2.492819,1.358366,0.844442,0.307151,0.004693,0.275885,0.131026,50.832153,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
36,11:27:11,3/8/24,Eschscholzia_californica,t,AD_6,"37.7243871, -122.4761982","\""Petals \""",Kevin Simonin,36,0.039318945,2.53355312,0.038718068,0.697567459,1.00626,0.980435,2.8077972,1.8015372,9.621593,9.875026,27.55443768,0.4417875,7.5,36.72,35.78,22.53,22.93,22.93,101.9,120.4,120.1,0.3,1218,3.821,11:19:03,3/8/24,0.14,1,-0.001,-0.002,-9999,-0.003,-0.007,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.47856,2.490734,1.358056,0.844086,0.301051,0.003931,0.281314,1.164597,50.534248,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
37,11:40:03,3/8/24,Eschscholzia_californica,b,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,37,0.002946439,2.53355312,0.002943017,0.051012779,0.977861,0.975968,2.715629464,1.737768464,9.559227,9.577766,26.59774206,0.4417875,7.5,39.08,39,21.04,22.38,22.38,102.1,120.4,120.3,0.1,1619,3.815,11:31:47,3/8/24,0.15,1,0,-0.001,-9999,0.001,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483737,2.494615,1.357581,0.844425,0.319541,0.014719,0.320604,1.512442,47.049164,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
38,11:40:16,3/8/24,Eschscholzia_californica,b,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,38,0.006593606,2.534838,0.006576499,0.114159817,1.010668,1.006436,2.750503437,1.739835437,9.856177,9.897617,26.93667062,0.4417875,7.5,40.36,40.19,21.05,22.59,22.59,102.11,120.5,120.3,0.2,1552,3.815,11:31:47,3/8/24,0.15,1,0,0,-9999,0.003,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485512,2.496549,1.358698,0.844553,0.319387,0.017001,0.321487,1.454738,47.053101,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
39,11:40:29,3/8/24,Eschscholzia_californica,b,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,39,0.00756934,2.53355312,0.007546793,0.135782134,0.998062,0.993024,2.801003013,1.802941013,9.724563,9.773899,27.43123115,0.4417875,7.5,39.81,39.6,21.07,22.89,22.89,102.11,120.4,120.4,0,1578,3.815,11:31:47,3/8/24,0.15,1,-0.001,-0.001,-9999,0.003,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484631,2.495708,1.358136,0.844741,0.31912,0.020257,0.322406,1.47683,47.063469,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
40,11:40:48,3/8/24,Eschscholzia_californica,t,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,40,0.019580653,2.53355312,0.019430484,0.342302594,1.034225,1.021529,2.799306716,1.765081716,10.004202,10.128532,27.4146187,0.4417875,7.5,41.13,40.63,21.12,22.88,22.88,102.11,120.4,120.3,0.1,106,3.815,11:31:47,3/8/24,0.15,1,-0.001,0,-0.002,0.003,-0.001,-0.004,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486148,2.497698,1.358193,0.844582,0.31854,0.019579,0.323712,0.199118,47.056675,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
41,11:41:01,3/8/24,Eschscholzia_californica,t,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,41,0.016189968,2.53612152,0.016087271,0.277640972,1.037865,1.027585,2.767247378,1.729382378,10.063114,10.163787,27.10065006,0.4417875,7.5,41.19,40.79,21.15,22.69,22.69,102.11,120.6,120.2,0.3,113,3.814,11:31:47,3/8/24,0.15,1,0.002,0.001,-9999,0,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486377,2.497784,1.3595,0.844342,0.318121,0.017056,0.324584,0.204473,47.053101,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
42,11:41:14,3/8/24,Eschscholzia_californica,t,AD_7,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,42,0.01753606,2.53355312,0.017415518,0.313085688,1.037771,1.026159,2.838549778,1.800778778,10.049055,10.162769,27.79894014,0.4417875,7.5,41.1,40.64,21.19,23.11,23.11,102.11,120.4,120.1,0.3,111,3.814,11:31:47,3/8/24,0.15,1,0.002,0.002,-9999,0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.486144,2.497626,1.358156,0.844038,0.31764,0.021413,0.325434,0.203493,47.055244,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
43,11:41:56,3/8/24,Eschscholzia_californica,b,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,43,-0.000397359,2.534838,-0.000397422,-0.006865816,1.022438,1.022692,2.753845115,1.731407115,10.015445,10.012953,26.96939688,0.4417875,7.5,40.23,40.24,21.3,22.61,22.61,102.11,120.5,120.2,0.2,1099,3.813,11:31:47,3/8/24,0.15,1,-0.001,-0.004,-0.015,-0.003,-0.001,0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.485525,2.496295,1.358716,0.844349,0.316293,0.014448,0.328016,1.060931,47.059177,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
44,11:42:17,3/8/24,Eschscholzia_californica,b,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,44,0.001777618,2.53226688,0.001776371,0.030641797,0.987725,0.986587,2.717281312,1.729556312,9.660819,9.671963,26.6087085,0.4417875,7.5,38.74,38.7,21.35,22.39,22.39,102.12,120.3,120.2,0.2,936,3.812,11:42:07,3/8/24,0.08,1,0,0.001,-9999,0.003,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483211,2.494143,1.357399,0.844213,0.315656,0.011399,0.329263,0.919864,47.036648,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
45,11:42:28,3/8/24,Eschscholzia_californica,b,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,45,0.005630176,2.53612152,0.005617705,0.099049636,0.983087,0.979417,2.750503437,1.767416437,9.591388,9.627323,26.93667062,0.4417875,7.5,38.49,38.35,21.38,22.59,22.59,102.11,120.6,120.1,0.4,751,3.812,11:42:07,3/8/24,0.08,1,0,-0.001,-9999,-0.002,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482681,2.493757,1.359425,0.84406,0.315291,0.013303,0.329999,0.759217,47.048805,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
46,11:42:42,3/8/24,Eschscholzia_californica,t,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,46,0.004221356,2.534838,0.004214337,0.070341937,0.991245,0.988638,2.664856115,1.673611115,9.682653,9.708192,26.10045166,0.4417875,7.5,38.75,38.65,21.4,22.07,22.07,102.1,120.5,120.1,0.3,108,3.812,11:42:07,3/8/24,0.08,1,0,-0.001,-9999,-0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483127,2.494144,1.358626,0.844092,0.314969,0.007148,0.330807,0.200148,47.042011,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
47,11:42:53,3/8/24,Eschscholzia_californica,t,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,47,0.008083485,2.53355312,0.008057776,0.130961395,0.99455,0.989692,2.62451705,1.62996705,9.693023,9.740609,25.70535798,0.4417875,7.5,38.84,38.65,21.42,21.82,21.82,102.1,120.4,119.9,0.4,68,3.812,11:42:07,3/8/24,0.08,1,0,0,-9999,0.004,0,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483132,2.494283,1.357576,0.843573,0.314782,0.004132,0.331386,0.165904,47.049164,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
48,11:43:07,3/8/24,Eschscholzia_californica,t,AD_8,"37.7255855, -122.4805111","\""Petals \""",Kevin Simonin,48,-0.000261105,2.53226688,-0.000261132,-0.004319881,0.992797,0.992957,2.651888976,1.659091976,9.72484,9.723269,25.9709037,0.4417875,7.5,38.73,38.73,21.44,21.99,21.99,102.11,120.3,120.2,0.1,179,3.811,11:42:07,3/8/24,0.08,1,-0.001,0.001,-9999,0,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483247,2.494102,1.357029,0.844211,0.314525,0.005765,0.332174,0.261864,47.031998,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
49,12:03:24,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,49,-0.001844474,2.53226688,-0.001845818,-0.029450497,0.975803,0.976897,2.576816558,1.601013558,9.566214,9.555502,25.23322129,0.4417875,7.5,37.01,37.05,21.9,21.52,21.52,102.12,120.3,120.1,0.2,1349,3.794,11:42:07,3/8/24,0.08,1,-0.001,0,-9999,-0.002,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48061,2.491386,1.357406,0.84405,0.308762,-0.004742,0.386017,1.277975,44.107674,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
50,12:03:52,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,50,0.003988135,2.53355312,0.003981867,0.078191016,0.989056,0.986154,2.955622654,1.966566654,9.656721,9.685134,28.94264252,0.4417875,7.5,37.48,37.37,21.91,23.78,23.78,102.12,120.4,120.1,0.2,1407,3.796,12:03:40,3/8/24,0.12,1,-0.001,0.002,-9999,-0.003,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481102,2.492054,1.357536,0.844138,0.308632,0.020955,0.387257,1.328655,44.052242,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
51,12:04:05,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,51,0.001599896,2.53226688,0.001598885,0.027781545,1.005334,1.004303,2.747165308,1.741831308,9.834918,9.84502,26.90134458,0.4417875,7.5,38.07,38.03,21.92,22.57,22.57,102.12,120.3,120.1,0.2,1370,3.796,12:03:40,3/8/24,0.12,1,0,0,-9999,0,-0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482094,2.492949,1.357312,0.844127,0.308487,0.0069,0.387821,1.296285,44.020416,0.000128,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
52,12:04:26,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,52,0.035240133,2.534838,0.034756931,0.540444438,1.015439,0.995407,2.575239701,1.559800701,9.748213,9.944385,25.22024975,0.4417875,7.5,38.44,37.68,21.93,21.51,21.51,102.11,120.5,120.3,0.2,1154,3.796,12:03:40,3/8/24,0.12,1,0,0.001,-9999,0.003,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.481565,2.493507,1.358766,0.844434,0.308411,-0.005254,0.388718,1.10844,43.999672,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
53,12:04:40,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,53,0.054001838,2.52969032,0.052873143,0.807623431,1.05275,1.022728,2.584713529,1.531963529,10.01634,10.310361,25.31303035,0.4417875,7.5,39.85,38.71,21.93,21.57,21.57,102.11,120.1,120.1,0,1125,3.796,12:03:40,3/8/24,0.12,1,0,-0.001,-9999,0.002,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483108,2.495633,1.355777,0.844107,0.308378,-0.004564,0.389416,1.083406,44.015408,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
54,12:05:01,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,54,0.010607066,2.53226688,0.01056282,0.181350817,1.043814,1.037085,2.763891473,1.720077473,10.158559,10.224477,27.07308721,0.4417875,7.5,39.46,39.2,21.95,22.67,22.67,102.09,120.3,120.2,0.1,1016,3.794,12:03:40,3/8/24,0.12,1,0.001,0.002,-9999,0,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483839,2.495038,1.356981,0.844258,0.308109,0.007654,0.390332,0.989078,44.028282,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
55,12:07:16,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,55,0.003602042,2.534838,0.003596931,0.064550652,1.001328,0.998936,2.799306716,1.797978716,9.784566,9.808,27.41998938,0.4417875,7.5,37.38,37.3,22.15,22.88,22.88,102.09,120.5,120.2,0.3,1354,3.794,12:03:40,3/8/24,0.12,1,-0.001,0,-9999,0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.480931,2.491851,1.358938,0.844241,0.305606,0.007706,0.395186,1.282013,43.905258,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
56,12:07:33,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,56,0.005816511,2.5284,0.005803161,0.101818604,1.038137,1.034349,2.795916816,1.757779816,10.131064,10.168168,27.38410202,0.4417875,7.5,38.7,38.56,22.18,22.86,22.86,102.1,120,120.1,-0.1,1313,3.794,12:03:40,3/8/24,0.12,1,-0.001,-0.001,-9999,0.006,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482821,2.493841,1.35498,0.844105,0.30529,0.007224,0.395818,1.24648,43.909191,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
57,12:07:48,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,57,0.003921035,2.53868448,0.003914989,0.067413624,1.119733,1.117243,2.84370375,1.72397075,10.942612,10.966996,27.85214251,0.4417875,7.5,41.66,41.56,22.21,23.14,23.14,102.1,120.8,120.2,0.5,1354,3.793,12:03:40,3/8/24,0.12,1,0,-0.001,-9999,-0.001,0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.487293,2.498286,1.360568,0.844275,0.304891,0.010023,0.396318,1.2825,43.93029,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
58,12:08:01,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,58,0.022286624,2.53612152,0.022092483,0.384203055,1.078056,1.063837,2.819721724,1.741665724,10.41928,10.558537,27.61725488,0.4417875,7.5,40.05,39.52,22.23,23,23,102.1,120.6,120.3,0.3,81,3.793,12:03:40,3/8/24,0.12,1,-0.002,-0.001,-9999,0.003,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484256,2.495873,1.359525,0.844543,0.30462,0.008151,0.396728,0.177255,43.943882,0.000131,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
59,12:08:16,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,59,0.02235908,2.53226688,0.022163385,0.398870161,1.079949,1.065151,2.881750326,1.801801326,10.4322,10.577131,28.22478282,0.4417875,7.5,40.05,39.5,22.27,23.36,23.36,102.1,120.3,120,0.2,88,3.793,12:03:40,3/8/24,0.12,1,0.001,0.002,-9999,-0.004,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484208,2.495856,1.356781,0.843869,0.304233,0.011983,0.397103,0.183264,43.941734,0.000129,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
60,12:08:32,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,60,0.013585189,2.53097928,0.013512659,0.238353247,1.101727,1.092878,2.86786401,1.76613701,10.702978,10.789638,28.08602497,0.4417875,7.5,40.76,40.43,22.3,23.28,23.28,102.11,120.2,120,0.2,86,3.792,12:03:40,3/8/24,0.12,1,0.001,0,-9999,-0.001,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.48559,2.496918,1.356626,0.84384,0.303767,0.010619,0.397533,0.181256,43.931725,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
61,12:09:05,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,61,0.003197578,2.53355312,0.003193548,0.053133278,1.059798,1.057828,2.727210878,1.667412878,10.360097,10.379391,26.7085582,0.4417875,7.5,39.01,38.94,22.39,22.45,22.45,102.11,120.4,120.1,0.3,1534,3.792,12:03:40,3/8/24,0.12,1,0,0.001,-9999,0.004,0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483349,2.494271,1.358047,0.843986,0.302771,0.000143,0.398483,1.438581,43.932796,0.00013,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
62,12:09:19,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,62,0.0033886,2.53355312,0.003384074,0.051438563,1.052255,1.050348,2.576816558,1.524561558,10.286939,10.305619,25.23569247,0.4417875,7.5,38.68,38.61,22.41,21.52,21.52,102.11,120.4,120.2,0.2,1466,3.792,12:03:40,3/8/24,0.12,1,-0.002,0,-9999,0,0.003,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482851,2.493764,1.357708,0.844206,0.302492,-0.010667,0.398855,1.37922,43.939949,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
63,12:09:37,3/8/24,Eschscholzia_californica,b,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,63,0.003346638,2.53355312,0.003342223,0.052929394,1.085864,1.083902,2.672988728,1.587124728,10.615821,10.635036,26.18010508,0.4417875,7.5,39.84,39.77,22.44,22.12,22.12,102.1,120.4,120,0.4,1456,3.792,12:03:40,3/8/24,0.12,1,-0.001,-0.004,-0.01,-0.003,0.004,0.003,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.484582,2.495517,1.358091,0.843793,0.30214,-0.004197,0.399364,1.370843,43.910622,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
64,12:09:50,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,64,0.015923753,2.53612152,0.015824395,0.265031693,1.069133,1.059324,2.747165308,1.678032308,10.375253,10.471324,26.90661419,0.4417875,7.5,39.19,38.83,22.45,22.57,22.57,102.1,120.6,119.9,0.6,105,3.792,12:03:40,3/8/24,0.12,1,-0.001,0.001,-9999,0.002,-0.004,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483172,2.494527,1.359313,0.843526,0.301937,0.000715,0.399697,0.197873,43.883442,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
65,12:10:01,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,65,0.024431422,2.53226688,0.024197959,0.392252952,1.074675,1.060123,2.699159254,1.624484254,10.383309,10.525843,26.43642756,0.4417875,7.5,39.35,38.81,22.47,22.28,22.28,102.1,120.3,119.8,0.4,97,3.792,12:03:40,3/8/24,0.12,1,0.001,0.003,-9999,-0.003,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483141,2.494757,1.357404,0.843396,0.301695,-0.002829,0.400002,0.191051,43.878792,0.000132,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
66,12:10:13,3/8/24,Eschscholzia_californica,t,AD_9,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,66,0.00422913,2.534838,0.004222086,0.070078225,1.063808,1.061212,2.727210878,1.663402878,10.393242,10.418667,26.7085582,0.4417875,7.5,38.9,38.81,22.49,22.45,22.45,102.11,120.5,120.2,0.3,80,3.79,12:03:40,3/8/24,0.12,1,-0.001,0,-9999,-0.002,-0.001,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.483132,2.494086,1.358835,0.844365,0.301472,-0.001084,0.400301,0.176239,43.861271,0.000133,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
67,12:13:41,3/8/24,Eschscholzia_californica,b,AD_10,"37.7256099, -122.4808970","\""Petals \""",Kevin Simonin,67,-0.001298381,2.534838,-0.001299046,-0.029439699,1.054195,1.055285,3.318754829,2.264559829,10.335169,10.324487,32.50176113,0.4417875,7.5,38.3,38.34,22.6,25.72,25.72,102.11,120.5,120.2,0.2,1817,3.789,12:03:40,3/8/24,0.12,1,0,0.003,-9999,0,-0.002,-9999,1,115,0.005,2,0.058905,0,0.02923,0,0,-0.000068,standard,2.482403,2.493146,1.358307,0.844328,0.300161,0.035529,0.40693,1.684382,43.419601,0.000134,2.417466,-0.00007,1,2.427854,-0.00007,1,0.600196,0.599648,0.106705,0,,PFA-00224,PSA-00236,,RHS-00313,3.0.0,2024-02-26T22:09:53.446Z
