SYS,SYS,SYS,SYS,SYS,USERDEF,USERDEF,USERDEF,USERDEF,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,PORO,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,SENSOR,MATCH,MATCH,MATCH,MATCH,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,STABILITY,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,P_CONFIG,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,SENSOR_V,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,USERCAL,META,META,META,META,META,META,META
9,16:38:40,2025-03-11,Petal_2025_low,glb and ks,,,009,,0.009050,1.898626,0.009007,0.091368,1.169048,1.163998,2.174121,1.005073,11.553274,11.603399,21.579256,0.441786,7.500000,47.35,47.15,20.82,18.77,18.77,100.75,79.6,79.5,0.2,240,4.139,16:34:27,2025-03-11,0.13,1,-0.001,-0.000,-9999.000,-0.011,-0.021,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.477528,2.515229,1.060463,0.756876,0.322356,-0.022225,0.117984,0.317226,57.176826,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
10,16:39:29,2025-03-11,Petal_2025_low,glb and ks,,,010,,0.075708,1.895316,0.072800,0.734012,1.206562,1.165913,2.205241,0.998680,11.571589,11.975026,21.886839,0.441786,7.500000,49.42,47.75,20.64,19.00,19.00,100.76,79.4,79.6,-0.2,67,4.138,16:34:27,2025-03-11,0.13,1,-0.000,-0.000,-0.002,-0.010,-0.017,-0.031,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478426,2.518301,1.059262,0.757197,0.324703,-0.017644,0.122411,0.165787,56.308510,0.000144,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
11,16:40:14,2025-03-11,Petal_2025_low,glb and ks,,,011,,0.006289,1.897993,0.006269,0.082869,1.148118,1.143535,2.456189,1.308071,11.350164,11.395656,24.378929,0.441786,7.500000,48.03,47.84,20.30,20.74,20.74,100.75,79.6,79.4,0.1,1292,4.138,16:34:27,2025-03-11,0.13,1,0.000,-0.000,0.003,-0.004,-0.011,-0.024,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478623,2.516347,1.060233,0.756848,0.329206,0.005774,0.126153,1.239782,55.585384,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
12,16:40:29,2025-03-11,Petal_2025_low,glb and ks,,,012,,0.028627,1.899576,0.028202,0.355494,1.159222,1.139579,2.407063,1.247841,11.308123,11.503040,23.885460,0.441786,7.500000,48.59,47.77,20.27,20.41,20.41,100.78,79.6,79.6,0.1,984,4.137,16:34:27,2025-03-11,0.13,1,0.000,0.001,-9999.000,-0.006,-0.009,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478535,2.517182,1.060808,0.757092,0.329645,0.002445,0.127522,0.969854,55.415154,0.000143,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
13,16:40:49,2025-03-11,Petal_2025_low,glb and ks,,,013,,0.007348,1.897846,0.007320,0.080700,1.125720,1.121255,2.218314,1.092594,11.126620,11.170936,22.013144,0.441786,7.500000,47.60,47.41,20.13,19.10,19.10,100.77,79.6,79.5,0.1,918,4.137,16:34:27,2025-03-11,0.13,1,0.000,0.000,-9999.000,-0.005,-0.010,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478062,2.515759,1.060180,0.756942,0.331519,-0.010697,0.129296,0.912059,55.195572,0.000134,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
14,16:41:05,2025-03-11,Petal_2025_low,glb and ks,,,014,,0.018436,1.898238,0.018259,0.173350,1.131597,1.122004,2.073442,0.941845,11.130108,11.225269,20.568230,0.441786,7.500000,48.06,47.65,20.05,18.02,18.02,100.81,79.6,80.0,-0.5,145,4.137,16:34:27,2025-03-11,0.13,1,-0.001,-0.001,0.003,-0.004,-0.009,-0.022,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.478417,2.516449,1.060322,0.757959,0.332460,-0.021819,0.130744,0.234503,55.033207,0.000138,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
15,16:41:34,2025-03-11,Petal_2025_low,glb and ks,,,015,,0.006589,1.900205,0.006566,0.063343,1.125618,1.122117,2.082749,0.957130,11.130513,11.165241,20.659218,0.441786,7.500000,48.33,48.18,19.88,18.09,18.09,100.81,79.7,79.3,0.5,108,4.136,16:34:27,2025-03-11,0.13,1,0.000,-0.001,-9999.000,-0.004,-0.010,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479202,2.516887,1.061036,0.756593,0.334819,-0.019040,0.133224,0.202187,54.715275,0.000136,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
16,16:42:13,2025-03-11,Petal_2025_low,glb and ks,,,016,,0.064680,1.908070,0.062560,0.550804,1.139589,1.109311,2.013325,0.873736,11.003518,11.303849,19.970644,0.441786,7.500000,49.64,48.32,19.65,17.55,17.55,100.81,80.1,79.1,1.2,96,4.136,16:34:27,2025-03-11,0.13,1,-0.001,-0.001,0.001,-0.006,-0.010,-0.018,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479458,2.518865,1.063901,0.756158,0.337972,-0.022306,0.136498,0.191523,54.317951,0.000145,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
17,16:42:37,2025-03-11,Petal_2025_low,glb and ks,,,017,,0.016211,1.900154,0.016074,0.170751,1.126302,1.116866,2.179472,1.053170,11.080621,11.174238,21.622927,0.441786,7.500000,49.36,48.94,19.55,18.81,18.81,100.79,79.7,79.3,0.5,490,4.136,16:34:27,2025-03-11,0.13,1,-0.001,-0.001,-9999.000,-0.003,-0.009,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.480353,2.518468,1.061018,0.756557,0.339273,-0.007302,0.138525,0.536490,54.101585,0.000140,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
18,16:42:54,2025-03-11,Petal_2025_low,glb and ks,,,018,,0.048332,1.905464,0.047136,0.514613,1.131596,1.103256,2.213973,1.082377,10.943591,11.224708,21.961187,0.441786,7.500000,49.79,48.55,19.48,19.06,19.06,100.81,80.0,79.5,0.5,1321,4.135,16:34:27,2025-03-11,0.13,1,-0.000,0.000,-9999.000,-0.001,-0.003,-9999.000,1,75,0.001,2.000000,0.058905,0.000000,0.029230,0.000000,0.000000,-0.000068,standard,2.479808,2.519123,1.062950,0.757068,0.340177,-0.003751,0.139967,1.265140,53.974628,0.000139,2.400461,-0.000053,1.000000,2.435166,-0.000058,1.000000,0.601058,0.603298,0.107219,0.000000,,PFA-00225,PSA-00237,,RHS-00303,3.0.0,2025-03-08T00:27:09.674Z
