"Sample","Time","Temp_C","Humidity_RH","Dew_Point_C","Comments","Serial_Number","site"
359,"3/13/25 07:36",11.5,80,8.2,NA,"065051692","CojoHQ"
360,"3/13/25 08:06",13.5,76,9.4,NA,"065051692","CojoHQ"
361,"3/13/25 08:36",14,70,8.6,NA,"065051692","CojoHQ"
362,"3/13/25 09:06",15.5,69.5,10,NA,"065051692","CojoHQ"
363,"3/13/25 09:36",14,74,9.4,NA,"065051692","CojoHQ"
364,"3/13/25 10:06",16,63.5,9.1,NA,"065051692","CojoHQ"
365,"3/13/25 10:36",13.5,76,9.4,NA,"065051692","CojoHQ"
366,"3/13/25 11:06",17,57.5,8.6,NA,"065051692","CojoHQ"
367,"3/13/25 11:36",15.5,59.5,7.7,NA,"065051692","CojoHQ"
368,"3/13/25 12:06",18,52,8,NA,"065051692","CojoHQ"
369,"3/13/25 12:36",15,74.5,10.5,NA,"065051692","CojoHQ"
370,"3/13/25 13:06",17,62.5,9.8,NA,"065051692","CojoHQ"
371,"3/13/25 13:36",16.5,53.5,7,NA,"065051692","CojoHQ"
372,"3/13/25 14:06",16,62,8.7,NA,"065051692","CojoHQ"
373,"3/13/25 14:36",16.5,59,8.5,NA,"065051692","CojoHQ"
374,"3/13/25 15:06",12,68,6.3,NA,"065051692","CojoHQ"
375,"3/13/25 15:36",14.5,64.5,7.9,NA,"065051692","CojoHQ"
376,"3/13/25 16:06",13,67,7,NA,"065051692","CojoHQ"
377,"3/13/25 16:36",12,65,5.6,NA,"065051692","CojoHQ"
378,"3/13/25 17:06",11.5,65.5,5.3,NA,"065051692","CojoHQ"
379,"3/13/25 17:36",11,70,5.7,NA,"065051692","CojoHQ"
380,"3/13/25 18:06",9.5,70,4.3,NA,"065051692","CojoHQ"
381,"3/13/25 18:36",8.5,73.5,4,NA,"065051692","CojoHQ"
382,"3/13/25 19:06",7.5,78.5,4,NA,"065051692","CojoHQ"
383,"3/13/25 19:36",7.5,80.5,4.4,NA,"065051692","CojoHQ"
384,"3/13/25 20:06",7,83,4.3,NA,"065051692","CojoHQ"
385,"3/13/25 20:36",6.5,84,4,NA,"065051692","CojoHQ"
386,"3/13/25 21:06",6.5,83.5,3.9,NA,"065051692","CojoHQ"
387,"3/13/25 21:36",6.5,84.5,4.1,NA,"065051692","CojoHQ"
388,"3/13/25 22:06",6,87.5,4.1,NA,"065051692","CojoHQ"
389,"3/13/25 22:36",5.5,93,4.5,NA,"065051692","CojoHQ"
390,"3/13/25 23:06",7,89,5.3,NA,"065051692","CojoHQ"
391,"3/13/25 23:36",7,88,5.2,NA,"065051692","CojoHQ"
392,"3/14/25 00:06",6.5,90.5,5.1,NA,"065051692","CojoHQ"
393,"3/14/25 00:36",7,88.5,5.2,NA,"065051692","CojoHQ"
394,"3/14/25 01:06",7,89.5,5.4,NA,"065051692","CojoHQ"
395,"3/14/25 01:36",7,86.5,4.9,NA,"065051692","CojoHQ"
396,"3/14/25 02:06",6.5,88.5,4.7,NA,"065051692","CojoHQ"
397,"3/14/25 02:36",6,90.5,4.6,NA,"065051692","CojoHQ"
398,"3/14/25 03:06",6,93,5,NA,"065051692","CojoHQ"
399,"3/14/25 03:36",7.5,94.5,6.7,NA,"065051692","CojoHQ"
400,"3/14/25 04:06",7.5,95,6.8,NA,"065051692","CojoHQ"
401,"3/14/25 04:36",7.5,96,6.9,NA,"065051692","CojoHQ"
402,"3/14/25 05:06",7.5,96,6.9,NA,"065051692","CojoHQ"
403,"3/14/25 05:36",8,94,7.1,NA,"065051692","CojoHQ"
404,"3/14/25 06:06",7.5,93.5,6.5,NA,"065051692","CojoHQ"
405,"3/14/25 06:36",7.5,95,6.8,NA,"065051692","CojoHQ"
406,"3/14/25 07:06",7.5,96.5,7,NA,"065051692","CojoHQ"
407,"3/14/25 07:36",8,97,7.6,NA,"065051692","CojoHQ"
408,"3/14/25 08:06",8,96.5,7.5,NA,"065051692","CojoHQ"
409,"3/14/25 08:36",8.5,96,7.9,NA,"065051692","CojoHQ"
410,"3/14/25 09:06",8.5,95.5,7.8,NA,"065051692","CojoHQ"
411,"3/14/25 09:36",8.5,96.5,8,NA,"065051692","CojoHQ"
412,"3/14/25 10:06",9,95.5,8.3,NA,"065051692","CojoHQ"
413,"3/14/25 10:36",9.5,94.5,8.7,NA,"065051692","CojoHQ"
414,"3/14/25 11:06",10,94,9.1,NA,"065051692","CojoHQ"
415,"3/14/25 11:36",10,94,9.1,NA,"065051692","CojoHQ"
416,"3/14/25 12:06",10.5,93.5,9.5,NA,"065051692","CojoHQ"
417,"3/14/25 12:36",11,91.5,9.7,NA,"065051692","CojoHQ"
418,"3/14/25 13:06",11.5,87.5,9.5,NA,"065051692","CojoHQ"
419,"3/14/25 13:36",11.5,89,9.8,NA,"065051692","CojoHQ"
420,"3/14/25 14:06",11.5,88.5,9.7,NA,"065051692","CojoHQ"
421,"3/14/25 14:36",11.5,88.5,9.7,NA,"065051692","CojoHQ"
422,"3/14/25 15:06",12,86,9.7,NA,"065051692","CojoHQ"
423,"3/14/25 15:36",13,82,10,NA,"065051692","CojoHQ"
424,"3/14/25 16:06",11.5,84,8.9,NA,"065051692","CojoHQ"
425,"3/14/25 16:36",11.5,85,9.1,NA,"065051692","CojoHQ"
426,"3/14/25 17:06",11,87,8.9,NA,"065051692","CojoHQ"
427,"3/14/25 17:36",10.5,89,8.8,NA,"065051692","CojoHQ"
428,"3/14/25 18:06",10,92.5,8.8,NA,"065051692","CojoHQ"
429,"3/14/25 18:36",9,93,7.9,NA,"065051692","CojoHQ"
430,"3/14/25 19:06",8.5,95,7.7,NA,"065051692","CojoHQ"
431,"3/14/25 19:36",8,96,7.4,NA,"065051692","CojoHQ"
432,"3/14/25 20:06",8,98,7.7,NA,"065051692","CojoHQ"
433,"3/14/25 20:36",8.5,95.5,7.8,NA,"065051692","CojoHQ"
434,"3/14/25 21:06",9,92.5,7.9,NA,"065051692","CojoHQ"
435,"3/14/25 21:36",10.5,90.5,9,NA,"065051692","CojoHQ"
436,"3/14/25 22:06",10,86,7.8,NA,"065051692","CojoHQ"
437,"3/14/25 22:36",9.5,87,7.4,NA,"065051692","CojoHQ"
438,"3/14/25 23:06",9.5,88,7.6,NA,"065051692","CojoHQ"
439,"3/14/25 23:36",10,87,7.9,NA,"065051692","CojoHQ"
440,"3/15/25 00:06",10.5,85,8.1,NA,"065051692","CojoHQ"
441,"3/15/25 00:36",10,85.5,7.7,NA,"065051692","CojoHQ"
442,"3/15/25 01:06",10,87,7.9,NA,"065051692","CojoHQ"
443,"3/15/25 01:36",9.5,88,7.6,NA,"065051692","CojoHQ"
444,"3/15/25 02:06",9,88.5,7.2,NA,"065051692","CojoHQ"
445,"3/15/25 02:36",8.5,90.5,7,NA,"065051692","CojoHQ"
446,"3/15/25 03:06",8.5,91,7.1,NA,"065051692","CojoHQ"
447,"3/15/25 03:36",8,91.5,6.7,NA,"065051692","CojoHQ"
448,"3/15/25 04:06",9,88.5,7.2,NA,"065051692","CojoHQ"
449,"3/15/25 04:36",8.5,88.5,6.7,NA,"065051692","CojoHQ"
450,"3/15/25 05:06",8,92,6.8,NA,"065051692","CojoHQ"
451,"3/15/25 05:36",8,89,6.3,NA,"065051692","CojoHQ"
452,"3/15/25 06:06",7.5,86,5.3,NA,"065051692","CojoHQ"
453,"3/15/25 06:36",7,88.5,5.2,NA,"065051692","CojoHQ"
454,"3/15/25 07:06",11.5,75.5,7.3,NA,"065051692","CojoHQ"
455,"3/15/25 07:36",14,64.5,7.4,NA,"065051692","CojoHQ"
456,"3/15/25 08:06",15.5,62.5,8.4,NA,"065051692","CojoHQ"
457,"3/15/25 08:36",16,60.5,8.4,NA,"065051692","CojoHQ"
458,"3/15/25 09:06",18,56,9.1,NA,"065051692","CojoHQ"
459,"3/15/25 09:36",19.5,55,10.2,NA,"065051692","CojoHQ"
460,"3/15/25 10:06",20,55.5,10.8,NA,"065051692","CojoHQ"
461,"3/15/25 10:36",20,52.5,10,NA,"065051692","CojoHQ"
462,"3/15/25 11:06",20.5,52.5,10.5,NA,"065051692","CojoHQ"
463,"3/15/25 11:36",21,47,9.3,NA,"065051692","CojoHQ"
464,"3/15/25 12:06",21,50.5,10.3,NA,"065051692","CojoHQ"
465,"3/15/25 12:36",20,51.5,9.7,NA,"065051692","CojoHQ"
466,"3/15/25 13:06",20.5,48.5,9.3,NA,"065051692","CojoHQ"
467,"3/15/25 13:36",19.5,52.5,9.5,NA,"065051692","CojoHQ"
468,"3/15/25 14:06",20,54,10.4,NA,"065051692","CojoHQ"
469,"3/15/25 14:36",19,55.5,9.9,NA,"065051692","CojoHQ"
470,"3/15/25 15:06",18,59,9.9,NA,"065051692","CojoHQ"
471,"3/15/25 15:36",17.5,56,8.6,NA,"065051692","CojoHQ"
472,"3/15/25 16:06",15,61,7.5,NA,"065051692","CojoHQ"
473,"3/15/25 16:36",14.5,58.5,6.5,NA,"065051692","CojoHQ"
474,"3/15/25 17:06",13.5,62,6.4,NA,"065051692","CojoHQ"
475,"3/15/25 17:36",12.5,63.5,5.8,NA,"065051692","CojoHQ"
476,"3/15/25 18:06",12,67.5,6.2,NA,"065051692","CojoHQ"
477,"3/15/25 18:36",10.5,72.5,5.8,NA,"065051692","CojoHQ"
478,"3/15/25 19:06",10.5,75,6.3,NA,"065051692","CojoHQ"
479,"3/15/25 19:36",10.5,76.5,6.6,NA,"065051692","CojoHQ"
480,"3/15/25 20:06",10.5,79,7,NA,"065051692","CojoHQ"
481,"3/15/25 20:36",10,80.5,6.8,NA,"065051692","CojoHQ"
482,"3/15/25 21:06",10,82.5,7.2,NA,"065051692","CojoHQ"
483,"3/15/25 21:36",9.5,85,7.1,NA,"065051692","CojoHQ"
484,"3/15/25 22:06",9.5,83.5,6.8,NA,"065051692","CojoHQ"
485,"3/15/25 22:36",10,83.5,7.3,NA,"065051692","CojoHQ"
486,"3/15/25 23:06",10.5,81,7.4,NA,"065051692","CojoHQ"
487,"3/15/25 23:36",10,83.5,7.3,NA,"065051692","CojoHQ"
488,"3/16/25 00:06",10,85,7.6,NA,"065051692","CojoHQ"
489,"3/16/25 00:36",9.5,85.5,7.2,NA,"065051692","CojoHQ"
490,"3/16/25 01:06",9.5,86.5,7.4,NA,"065051692","CojoHQ"
491,"3/16/25 01:36",9,86,6.8,NA,"065051692","CojoHQ"
492,"3/16/25 02:06",9.5,86,7.3,NA,"065051692","CojoHQ"
493,"3/16/25 02:36",9,85.5,6.7,NA,"065051692","CojoHQ"
494,"3/16/25 03:06",9,87,7,NA,"065051692","CojoHQ"
495,"3/16/25 03:36",9,84.5,6.5,NA,"065051692","CojoHQ"
496,"3/16/25 04:06",8,85.5,5.7,NA,"065051692","CojoHQ"
497,"3/16/25 04:36",7.5,89,5.8,NA,"065051692","CojoHQ"
498,"3/16/25 05:06",7,91.5,5.7,NA,"065051692","CojoHQ"
499,"3/16/25 05:36",5.5,93,4.5,NA,"065051692","CojoHQ"
500,"3/16/25 06:06",5,94.5,4.2,NA,"065051692","CojoHQ"
501,"3/16/25 06:36",5.5,95.5,4.8,NA,"065051692","CojoHQ"
502,"3/16/25 07:06",7.5,95,6.8,NA,"065051692","CojoHQ"
503,"3/16/25 07:36",11,84.5,8.5,NA,"065051692","CojoHQ"
504,"3/16/25 08:06",15.5,67,9.4,NA,"065051692","CojoHQ"
505,"3/16/25 08:36",16,62.5,8.8,NA,"065051692","CojoHQ"
506,"3/16/25 09:06",17.5,60,9.7,NA,"065051692","CojoHQ"
507,"3/16/25 09:36",18,58,9.6,NA,"065051692","CojoHQ"
508,"3/16/25 10:06",17.5,60.5,9.8,NA,"065051692","CojoHQ"
509,"3/16/25 10:36",17.5,61,9.9,NA,"065051692","CojoHQ"
510,"3/16/25 11:06",18.5,60,10.6,NA,"065051692","CojoHQ"
511,"3/16/25 11:36",18,64,11.1,NA,"065051692","CojoHQ"
512,"3/16/25 12:06",21,51.5,10.6,NA,"065051692","CojoHQ"
513,"3/16/25 12:36",20.5,51.5,10.2,NA,"065051692","CojoHQ"
514,"3/16/25 13:06",20,55,10.7,NA,"065051692","CojoHQ"
515,"3/16/25 13:36",19.5,52.5,9.5,NA,"065051692","CojoHQ"
516,"3/16/25 14:06",20.5,50,9.7,NA,"065051692","CojoHQ"
517,"3/16/25 14:36",19,55.5,9.9,NA,"065051692","CojoHQ"
518,"3/16/25 15:06",20,51,9.6,NA,"065051692","CojoHQ"
519,"3/16/25 15:36",17.5,59,9.4,NA,"065051692","CojoHQ"
520,"3/16/25 16:06",16,63.5,9.1,NA,"065051692","CojoHQ"
521,"3/16/25 16:36",15,66,8.7,NA,"065051692","CojoHQ"
522,"3/16/25 17:06",14,70.5,8.7,NA,"065051692","CojoHQ"
523,"3/16/25 17:36",13,75,8.7,NA,"065051692","CojoHQ"
524,"3/16/25 18:06",12,77.5,8.2,NA,"065051692","CojoHQ"
525,"3/16/25 18:36",11.5,80,8.2,NA,"065051692","CojoHQ"
526,"3/16/25 19:06",11,73.5,6.5,NA,"065051692","CojoHQ"
527,"3/16/25 19:36",10,76,6,NA,"065051692","CojoHQ"
528,"3/16/25 20:06",9.5,76.5,5.6,NA,"065051692","CojoHQ"
529,"3/16/25 20:36",9.5,77.5,5.8,NA,"065051692","CojoHQ"
530,"3/16/25 21:06",9.5,78.5,6,NA,"065051692","CojoHQ"
531,"3/16/25 21:36",9.5,78.5,6,NA,"065051692","CojoHQ"
532,"3/16/25 22:06",10.5,76,6.5,NA,"065051692","CojoHQ"
533,"3/16/25 22:36",10,77.5,6.3,NA,"065051692","CojoHQ"
534,"3/16/25 23:06",10,79,6.5,NA,"065051692","CojoHQ"
535,"3/16/25 23:36",9.5,80.5,6.3,NA,"065051692","CojoHQ"
536,"3/17/25 00:06",10,81.5,7,NA,"065051692","CojoHQ"
537,"3/17/25 00:36",10,82,7.1,NA,"065051692","CojoHQ"
538,"3/17/25 01:06",10,81.5,7,NA,"065051692","CojoHQ"
539,"3/17/25 01:36",9.5,83.5,6.8,NA,"065051692","CojoHQ"
540,"3/17/25 02:06",10,83,7.3,NA,"065051692","CojoHQ"
541,"3/17/25 02:36",10,83.5,7.3,NA,"065051692","CojoHQ"
542,"3/17/25 03:06",9.5,83.5,6.8,NA,"065051692","CojoHQ"
543,"3/17/25 03:36",9.5,84,6.9,NA,"065051692","CojoHQ"
544,"3/17/25 04:06",10,84.5,7.5,NA,"065051692","CojoHQ"
545,"3/17/25 04:36",10.5,84.5,8,NA,"065051692","CojoHQ"
546,"3/17/25 05:06",10.5,86.5,8.3,NA,"065051692","CojoHQ"
547,"3/17/25 05:36",10.5,87.5,8.5,NA,"065051692","CojoHQ"
548,"3/17/25 06:06",11,87.5,9,NA,"065051692","CojoHQ"
549,"3/17/25 06:36",11,87,8.9,NA,"065051692","CojoHQ"
550,"3/17/25 07:06",12.5,83.5,9.8,NA,"065051692","CojoHQ"
551,"3/17/25 07:36",12.5,85.5,10.1,NA,"065051692","CojoHQ"
552,"3/17/25 08:06",12,90,10.4,NA,"065051692","CojoHQ"
553,"3/17/25 08:36",12.5,92.5,11.3,NA,"065051692","CojoHQ"
554,"3/17/25 09:06",12.5,93.5,11.5,NA,"065051692","CojoHQ"
555,"3/17/25 09:36",12.5,94,11.6,NA,"065051692","CojoHQ"
556,"3/17/25 10:06",13.5,92.5,12.3,NA,"065051692","CojoHQ"
557,"3/17/25 10:36",14.5,89,12.7,NA,"065051692","CojoHQ"
558,"3/17/25 11:06",16,83.5,13.2,NA,"065051692","CojoHQ"
559,"3/17/25 11:36",15.5,81,12.3,NA,"065051692","CojoHQ"
560,"3/17/25 12:06",17.5,79.5,13.9,NA,"065051692","CojoHQ"
561,"3/17/25 12:36",18.5,73.5,13.7,NA,"065051692","CojoHQ"
562,"3/17/25 13:06",19,71.5,13.7,NA,"065051692","CojoHQ"
563,"3/17/25 13:36",19.5,66,13,NA,"065051692","CojoHQ"
564,"3/17/25 14:06",19.5,65,12.7,NA,"065051692","CojoHQ"
565,"3/17/25 14:36",19,67,12.7,NA,"065051692","CojoHQ"
566,"3/17/25 15:06",18.5,62.5,11.2,NA,"065051692","CojoHQ"
567,"3/17/25 15:36",17.5,61,9.9,NA,"065051692","CojoHQ"
568,"3/17/25 16:06",15.5,62,8.3,NA,"065051692","CojoHQ"
569,"3/17/25 16:36",13.5,68,7.7,NA,"065051692","CojoHQ"
570,"3/17/25 17:06",13.5,69.5,8,NA,"065051692","CojoHQ"
571,"3/17/25 17:36",12.5,71.5,7.5,NA,"065051692","CojoHQ"
572,"3/17/25 18:06",11.5,75.5,7.3,NA,"065051692","CojoHQ"
573,"3/17/25 18:36",11,76.5,7,NA,"065051692","CojoHQ"
574,"3/17/25 19:06",10.5,79,7,NA,"065051692","CojoHQ"
575,"3/17/25 19:36",10.5,79,7,NA,"065051692","CojoHQ"
576,"3/17/25 20:06",10,78.5,6.4,NA,"065051692","CojoHQ"
577,"3/17/25 20:36",10,80.5,6.8,NA,"065051692","CojoHQ"
578,"3/17/25 21:06",9.5,82.5,6.7,NA,"065051692","CojoHQ"
579,"3/17/25 21:36",9.5,83.5,6.8,NA,"065051692","CojoHQ"
580,"3/17/25 22:06",9.5,82,6.6,NA,"065051692","CojoHQ"
581,"3/17/25 22:36",9,87.5,7,NA,"065051692","CojoHQ"
582,"3/17/25 23:06",9,86,6.8,NA,"065051692","CojoHQ"
583,"3/17/25 23:36",9.5,79.5,6.1,NA,"065051692","CojoHQ"
584,"3/18/25 00:06",9,77.5,5.3,NA,"065051692","CojoHQ"
585,"3/18/25 00:36",9.5,76,5.5,NA,"065051692","CojoHQ"
586,"3/18/25 01:06",10,75,5.8,NA,"065051692","CojoHQ"
587,"3/18/25 01:36",10.5,74,6.1,NA,"065051692","CojoHQ"
588,"3/18/25 02:06",10.5,74.5,6.2,NA,"065051692","CojoHQ"
589,"3/18/25 02:36",10.5,73,5.9,NA,"065051692","CojoHQ"
590,"3/18/25 03:06",10,74,5.6,NA,"065051692","CojoHQ"
591,"3/18/25 03:36",10,75.5,5.9,NA,"065051692","CojoHQ"
592,"3/18/25 04:06",9.5,78.5,6,NA,"065051692","CojoHQ"
593,"3/18/25 04:36",9,80.5,5.8,NA,"065051692","CojoHQ"
594,"3/18/25 05:06",8.5,83,5.8,NA,"065051692","CojoHQ"
595,"3/18/25 05:36",8.5,85.5,6.2,NA,"065051692","CojoHQ"
596,"3/18/25 06:06",8.5,85.5,6.2,NA,"065051692","CojoHQ"
597,"3/18/25 06:36",9,83.5,6.4,NA,"065051692","CojoHQ"
598,"3/18/25 07:06",13,69,7.5,NA,"065051692","CojoHQ"
599,"3/18/25 07:36",15,61.5,7.7,NA,"065051692","CojoHQ"
600,"3/18/25 08:06",16,58,7.7,NA,"065051692","CojoHQ"
601,"3/18/25 08:36",17,55,7.9,NA,"065051692","CojoHQ"
602,"3/18/25 09:06",19,48.5,7.9,NA,"065051692","CojoHQ"
603,"3/18/25 09:36",19.5,45,7.3,NA,"065051692","CojoHQ"
604,"3/18/25 10:06",20,44.5,7.6,NA,"065051692","CojoHQ"
605,"3/18/25 10:36",21.5,45,9.1,NA,"065051692","CojoHQ"
606,"3/18/25 11:06",21.5,44,8.7,NA,"065051692","CojoHQ"
607,"3/18/25 11:36",20.5,48.5,9.3,NA,"065051692","CojoHQ"
608,"3/18/25 12:06",20.5,48,9.1,NA,"065051692","CojoHQ"
609,"3/18/25 12:36",20,51,9.6,NA,"065051692","CojoHQ"
610,"3/18/25 13:06",20,51.5,9.7,NA,"065051692","CojoHQ"
611,"3/18/25 13:36",20,49,9,NA,"065051692","CojoHQ"
612,"3/18/25 14:06",19.5,51,9.1,NA,"065051692","CojoHQ"
613,"3/18/25 14:36",19.5,50,8.8,NA,"065051692","CojoHQ"
614,"3/18/25 15:06",18.5,51,8.2,NA,"065051692","CojoHQ"
615,"3/18/25 15:36",18,49.5,7.3,NA,"065051692","CojoHQ"
616,"3/18/25 16:06",15,55.5,6.2,NA,"065051692","CojoHQ"
617,"3/18/25 16:36",14,59.5,6.2,NA,"065051692","CojoHQ"
618,"3/18/25 17:06",13,58.5,5.1,NA,"065051692","CojoHQ"
619,"3/18/25 17:36",12.5,60,5,NA,"065051692","CojoHQ"
620,"3/18/25 18:06",11.5,61.5,4.4,NA,"065051692","CojoHQ"
621,"3/18/25 18:36",10.5,67.5,4.7,NA,"065051692","CojoHQ"
622,"3/18/25 19:06",10.5,67.5,4.7,NA,"065051692","CojoHQ"
623,"3/18/25 19:36",10.5,64,4,NA,"065051692","CojoHQ"
624,"3/18/25 20:06",10.5,65,4.2,NA,"065051692","CojoHQ"
625,"3/18/25 20:36",9.5,68,3.9,NA,"065051692","CojoHQ"
626,"3/18/25 21:06",8.5,71.5,3.7,NA,"065051692","CojoHQ"
627,"3/18/25 21:36",8.5,75.5,4.4,NA,"065051692","CojoHQ"
628,"3/18/25 22:06",8,75.5,3.9,NA,"065051692","CojoHQ"
629,"3/18/25 22:36",9.5,79.5,6.1,NA,"065051692","CojoHQ"
630,"3/18/25 23:06",9.5,74,5.1,NA,"065051692","CojoHQ"
631,"3/18/25 23:36",8.5,74,4.1,NA,"065051692","CojoHQ"
632,"3/19/25 00:06",9,72,4.2,NA,"065051692","CojoHQ"
633,"3/19/25 00:36",9.5,69,4.1,NA,"065051692","CojoHQ"
634,"3/19/25 01:06",10,64,3.5,NA,"065051692","CojoHQ"
635,"3/19/25 01:36",10.5,61,3.3,NA,"065051692","CojoHQ"
636,"3/19/25 02:06",11.5,55,2.8,NA,"065051692","CojoHQ"
637,"3/19/25 02:36",12,52,2.5,NA,"065051692","CojoHQ"
638,"3/19/25 03:06",11.5,49,1.2,NA,"065051692","CojoHQ"
639,"3/19/25 03:36",10.5,53,1.3,NA,"065051692","CojoHQ"
640,"3/19/25 04:06",10.5,50,0.5,NA,"065051692","CojoHQ"
641,"3/19/25 04:36",10.5,48,0,NA,"065051692","CojoHQ"
642,"3/19/25 05:06",8.5,56,0.2,NA,"065051692","CojoHQ"
643,"3/19/25 05:36",6.5,64.5,0.3,NA,"065051692","CojoHQ"
644,"3/19/25 06:06",5.5,71.5,0.8,NA,"065051692","CojoHQ"
645,"3/19/25 06:36",6,73.5,1.6,NA,"065051692","CojoHQ"
646,"3/19/25 07:06",11.5,63,4.7,NA,"065051692","CojoHQ"
647,"3/19/25 07:36",17,52,7.1,NA,"065051692","CojoHQ"
648,"3/19/25 08:06",20.5,38,5.7,NA,"065051692","CojoHQ"
649,"3/19/25 08:36",21,39,6.5,NA,"065051692","CojoHQ"
650,"3/19/25 09:06",22,36.5,6.5,NA,"065051692","CojoHQ"
651,"3/19/25 09:36",22,32,4.6,NA,"065051692","CojoHQ"
652,"3/19/25 10:06",22.5,27.5,2.8,NA,"065051692","CojoHQ"
653,"3/19/25 10:36",22.5,28,3.1,NA,"065051692","CojoHQ"
654,"3/19/25 11:06",23.5,28.5,4.2,NA,"065051692","CojoHQ"
655,"3/19/25 11:36",24,26,3.3,NA,"065051692","CojoHQ"
656,"3/19/25 12:06",24.5,29,5.3,NA,"065051692","CojoHQ"
657,"3/19/25 12:36",24,34,7.2,NA,"065051692","CojoHQ"
658,"3/19/25 13:06",23,36.5,7.3,NA,"065051692","CojoHQ"
659,"3/19/25 13:36",23.5,29,4.5,NA,"065051692","CojoHQ"
660,"3/19/25 14:06",23.5,34,6.7,NA,"065051692","CojoHQ"
661,"3/19/25 14:36",22.5,38.5,7.7,NA,"065051692","CojoHQ"
662,"3/19/25 15:06",20.5,45,8.2,NA,"065051692","CojoHQ"
663,"3/19/25 15:36",22,38.5,7.2,NA,"065051692","CojoHQ"
664,"3/19/25 16:06",19.5,46,7.6,NA,"065051692","CojoHQ"
665,"3/19/25 16:36",18.5,40.5,4.8,NA,"065051692","CojoHQ"
666,"3/19/25 17:06",16,46.5,4.6,NA,"065051692","CojoHQ"
667,"3/19/25 17:36",14.5,50.5,4.4,NA,"065051692","CojoHQ"
668,"3/19/25 18:06",13.5,49,3,NA,"065051692","CojoHQ"
669,"3/19/25 18:36",13,47.5,2.1,NA,"065051692","CojoHQ"
670,"3/19/25 19:06",12.5,48,1.8,NA,"065051692","CojoHQ"
671,"3/19/25 19:36",12,44.5,0.3,NA,"065051692","CojoHQ"
672,"3/19/25 20:06",11.5,56.5,3.2,NA,"065051692","CojoHQ"
673,"3/19/25 20:36",11.5,60.5,4.1,NA,"065051692","CojoHQ"
674,"3/19/25 21:06",11,65,4.7,NA,"065051692","CojoHQ"
675,"3/19/25 21:36",11,64,4.5,NA,"065051692","CojoHQ"
676,"3/19/25 22:06",11,65.5,4.8,NA,"065051692","CojoHQ"
677,"3/19/25 22:36",11,63,4.2,NA,"065051692","CojoHQ"
678,"3/19/25 23:06",11,65.5,4.8,NA,"065051692","CojoHQ"
679,"3/19/25 23:36",10.5,63.5,3.9,NA,"065051692","CojoHQ"
680,"3/20/25 00:06",10.5,62,3.5,NA,"065051692","CojoHQ"
681,"3/20/25 00:36",10,60,2.6,NA,"065051692","CojoHQ"
682,"3/20/25 01:06",10,61.5,3,NA,"065051692","CojoHQ"
683,"3/20/25 01:36",9.5,59,1.9,NA,"065051692","CojoHQ"
684,"3/20/25 02:06",10,51.5,0.5,NA,"065051692","CojoHQ"
685,"3/20/25 02:36",10,58.5,2.2,NA,"065051692","CojoHQ"
686,"3/20/25 03:06",9.5,68.5,4,NA,"065051692","CojoHQ"
687,"3/20/25 03:36",9.5,57.5,1.5,NA,"065051692","CojoHQ"
688,"3/20/25 04:06",10,53.5,1,NA,"065051692","CojoHQ"
689,"3/20/25 04:36",9,60,1.7,NA,"065051692","CojoHQ"
690,"3/20/25 05:06",9,64,2.6,NA,"065051692","CojoHQ"
691,"3/20/25 05:36",8.5,65.5,2.4,NA,"065051692","CojoHQ"
692,"3/20/25 06:06",9,64.5,2.7,NA,"065051692","CojoHQ"
693,"3/20/25 06:36",10,64.5,3.6,NA,"065051692","CojoHQ"
694,"3/20/25 07:06",15,49,4.4,NA,"065051692","CojoHQ"
695,"3/20/25 07:36",17.5,45.5,5.6,NA,"065051692","CojoHQ"
696,"3/20/25 08:06",19,41.5,5.6,NA,"065051692","CojoHQ"
697,"3/20/25 08:36",19,44.5,6.6,NA,"065051692","CojoHQ"
698,"3/20/25 09:06",20.5,45.5,8.3,NA,"065051692","CojoHQ"
699,"3/20/25 09:36",21,46,8.9,NA,"065051692","CojoHQ"
700,"3/20/25 10:06",21,46,8.9,NA,"065051692","CojoHQ"
701,"3/20/25 10:36",22,45.5,9.7,NA,"065051692","CojoHQ"
702,"3/20/25 11:06",22,44.5,9.4,NA,"065051692","CojoHQ"
703,"3/20/25 11:36",22.5,44,9.6,NA,"065051692","CojoHQ"
704,"3/20/25 12:06",22.5,44,9.6,NA,"065051692","CojoHQ"
705,"3/20/25 12:36",22,45,9.5,NA,"065051692","CojoHQ"
706,"3/20/25 13:06",22,48.5,10.6,NA,"065051692","CojoHQ"
707,"3/20/25 13:36",21,50.5,10.3,NA,"065051692","CojoHQ"
708,"3/20/25 14:06",21.5,47.5,9.9,NA,"065051692","CojoHQ"
709,"3/20/25 14:36",22.5,45.5,10.1,NA,"065051692","CojoHQ"
710,"3/20/25 15:06",22,45.5,9.7,NA,"065051692","CojoHQ"
711,"3/20/25 15:36",20,48.5,8.8,NA,"065051692","CojoHQ"
712,"3/20/25 16:06",17.5,53.5,8,NA,"065051692","CojoHQ"
713,"3/20/25 16:36",16.5,54.5,7.3,NA,"065051692","CojoHQ"
714,"3/20/25 17:06",15.5,55.5,6.6,NA,"065051692","CojoHQ"
715,"3/20/25 17:36",14.5,55,5.6,NA,"065051692","CojoHQ"
716,"3/20/25 18:06",14.5,51,4.5,NA,"065051692","CojoHQ"
