"Time","Dangermond_North Beach Air Temp Avg degC","Dangermond_North Beach Relative Humidity Max %","Dangermond_North Beach Relative Humidity Min %"
"2025-05-04 20:10:00",11.36,87.8,84.7
"2025-05-04 20:20:00",11.19,87.1,84.6
"2025-05-04 20:30:00",10.84,89.6,85.2
"2025-05-04 20:40:00",10.78,90.5,83.6
"2025-05-04 20:50:00",11.16,87.2,83.3
"2025-05-04 21:00:00",10.83,88.5,84.3
"2025-05-04 21:10:00",10.58,88.8,85.8
"2025-05-04 21:20:00",10.51,89.1,86.4
"2025-05-04 21:30:00",10.53,88.4,85.8
"2025-05-04 21:40:00",10.6,88.5,84.5
"2025-05-04 21:50:00",10.43,90,84.6
"2025-05-04 22:00:00",10.31,90.1,85.9
"2025-05-04 22:10:00",10.3,90,87.3
"2025-05-04 22:20:00",10.61,89.4,85.9
"2025-05-04 22:30:00",10.72,89.6,86.6
"2025-05-04 22:40:00",10.79,89.5,86.9
"2025-05-04 22:50:00",10.63,90.4,87.3
"2025-05-04 23:00:00",10.64,89.8,86.8
"2025-05-04 23:10:00",10.45,90.7,88.3
"2025-05-04 23:20:00",10.29,91.8,87.3
"2025-05-04 23:30:00",10.25,91.6,88.2
"2025-05-04 23:40:00",10.06,91.9,89.1
"2025-05-04 23:50:00",10.18,91.6,88.3
"2025-05-05 00:00:00",10.21,91.5,88.8
"2025-05-05 00:10:00",10.22,91.9,89.3
"2025-05-05 00:20:00",10.21,91.9,89.8
"2025-05-05 00:30:00",10.55,90.6,88.8
"2025-05-05 00:40:00",10.68,91,89.2
"2025-05-05 00:50:00",10.8,91.1,89.3
"2025-05-05 01:00:00",10.97,90.9,88.6
"2025-05-05 01:10:00",11.11,90.7,88.7
"2025-05-05 01:20:00",11.07,90.9,88.9
"2025-05-05 01:30:00",10.93,91.2,89.9
"2025-05-05 01:40:00",10.66,94.2,89.6
"2025-05-05 01:50:00",10.49,92.2,89.6
"2025-05-05 02:00:00",10.26,94.4,89.8
"2025-05-05 02:10:00",10.08,94,89.5
"2025-05-05 02:20:00",9.84,96.9,89.3
"2025-05-05 02:30:00",9.49,95.6,90.1
"2025-05-05 02:40:00",9.63,93,88.6
"2025-05-05 02:50:00",9.59,92.9,88.4
"2025-05-05 03:00:00",9.69,92.8,88.2
"2025-05-05 03:10:00",9.84,92.7,89.5
"2025-05-05 03:20:00",9.92,92.2,89.6
"2025-05-05 03:30:00",9.74,93.3,91
"2025-05-05 03:40:00",9.68,93.3,88.4
"2025-05-05 03:50:00",10.11,91.8,88.5
"2025-05-05 04:00:00",9.88,94.3,89.8
"2025-05-05 04:10:00",9.73,93.7,89.4
"2025-05-05 04:20:00",9.38,96,89.8
"2025-05-05 04:30:00",9.49,93,88.5
"2025-05-05 04:40:00",9.21,94.9,89.1
"2025-05-05 04:50:00",9.42,93.1,87.6
"2025-05-05 05:00:00",9.66,92.4,87.4
"2025-05-05 05:10:00",9.38,97.5,88.3
"2025-05-05 05:20:00",8.93,100,89.3
"2025-05-05 05:30:00",8.29,100,90.7
"2025-05-05 05:40:00",9.01,94.7,90.2
"2025-05-05 05:50:00",9.48,95.3,91
"2025-05-05 06:00:00",10,97,92.9
"2025-05-05 06:10:00",10.6,99.1,94.3
"2025-05-05 06:20:00",10.9,100,98.2
"2025-05-05 06:30:00",11.18,100,99.5
"2025-05-05 06:40:00",11.47,100,100
"2025-05-05 06:50:00",11.67,100,100
"2025-05-05 07:00:00",11.75,100,99.3
"2025-05-05 07:10:00",11.91,100,98.5
"2025-05-05 07:20:00",11.98,100,97.9
"2025-05-05 07:30:00",11.94,100,98.9
"2025-05-05 07:40:00",11.92,100,99
"2025-05-05 07:50:00",12.02,100,99.3
"2025-05-05 08:00:00",12.19,100,99.5
"2025-05-05 08:10:00",12.05,100,100
"2025-05-05 08:20:00",12.18,100,100
"2025-05-05 08:30:00",12.11,100,97.9
"2025-05-05 08:40:00",12.16,100,98.3
"2025-05-05 08:50:00",12.18,100,97.9
"2025-05-05 09:00:00",12.17,100,95.8
"2025-05-05 09:10:00",11.91,100,98.1
"2025-05-05 09:20:00",13.51,100,84.5
"2025-05-05 09:30:00",15.23,95.5,83
"2025-05-05 09:40:00",15.46,97.6,81.7
"2025-05-05 09:50:00",15.46,95.9,84.6
"2025-05-05 10:00:00",15.36,96.4,85.2
"2025-05-05 10:10:00",15.25,97.9,86.3
"2025-05-05 10:20:00",15.36,94.7,84.1
"2025-05-05 10:30:00",15.78,95.6,82.6
"2025-05-05 10:40:00",15.5,96.7,83.8
"2025-05-05 10:50:00",15,96.8,84.9
"2025-05-05 11:00:00",14.99,99.7,84.8
"2025-05-05 11:10:00",14.78,98.6,86
"2025-05-05 11:20:00",14.75,100,86.8
"2025-05-05 11:30:00",14.42,100,86.7
"2025-05-05 11:40:00",14.68,98.8,84.6
"2025-05-05 11:50:00",14.75,98,83.4
"2025-05-05 12:00:00",14.43,100,81.3
"2025-05-05 12:10:00",14.12,100,87.5
"2025-05-05 12:20:00",14.52,98.9,84.2
"2025-05-05 12:30:00",14.45,97.9,84.4
"2025-05-05 12:40:00",14.95,97.7,82.7
"2025-05-05 12:50:00",14.76,97.5,80.6
"2025-05-05 13:00:00",14.84,97.7,82.1
"2025-05-05 13:10:00",14.98,96.7,80.2
"2025-05-05 13:20:00",14.87,96.9,82.3
"2025-05-05 13:30:00",14.9,96.7,80.5
"2025-05-05 13:40:00",14.84,96.2,82.7
"2025-05-05 13:50:00",15.06,96.9,80.9
"2025-05-05 14:00:00",14.76,96.1,82.8
"2025-05-05 14:10:00",14.98,97.5,81.9
"2025-05-05 14:20:00",14.47,99,86.6
"2025-05-05 14:30:00",14.02,99.1,88
"2025-05-05 14:40:00",14.09,98,86.1
"2025-05-05 14:50:00",14.32,97.9,85.4
"2025-05-05 15:00:00",13.99,98.8,86.8
"2025-05-05 15:10:00",14.52,98.1,84
"2025-05-05 15:20:00",14.55,97.8,87.2
"2025-05-05 15:30:00",14.08,99.6,88.7
"2025-05-05 15:40:00",14.38,97.8,84.8
"2025-05-05 15:50:00",14.17,98.6,85.1
"2025-05-05 16:00:00",14.36,97.8,84.4
"2025-05-05 16:10:00",14.35,98,86.8
"2025-05-05 16:20:00",14.17,98.9,88.3
"2025-05-05 16:30:00",14.02,99,87.2
"2025-05-05 16:40:00",14.25,97.1,88.9
"2025-05-05 16:50:00",14.17,96.6,90.6
"2025-05-05 17:00:00",14.56,96.4,88.1
"2025-05-05 17:10:00",14.44,96.3,88.5
"2025-05-05 17:20:00",14.4,96.2,89
"2025-05-05 17:30:00",14.35,94.6,89.4
"2025-05-05 17:40:00",14.29,94.1,89.1
"2025-05-05 17:50:00",14.18,93.6,89.1
"2025-05-05 18:00:00",14.02,93.7,90.2
"2025-05-05 18:10:00",13.85,93.2,89.8
"2025-05-05 18:20:00",13.57,92.8,90.6
"2025-05-05 18:30:00",13.34,92.3,89.9
"2025-05-05 18:40:00",13.13,91.8,90.2
"2025-05-05 18:50:00",12.84,92.7,90.9
"2025-05-05 19:00:00",12.62,94,91
"2025-05-05 19:10:00",12.08,94.6,92.1
"2025-05-05 19:20:00",11.42,95.7,93.7
"2025-05-05 19:30:00",11.05,96.5,93
"2025-05-05 19:40:00",10.67,96.3,93.1
"2025-05-05 19:50:00",10.43,95.8,92.8
"2025-05-05 20:00:00",10.64,96.1,90.3
"2025-05-05 20:10:00",10.84,94.8,90.9
"2025-05-05 20:20:00",10.7,95.8,92
"2025-05-05 20:30:00",10.37,96.9,94.3
"2025-05-05 20:40:00",10.49,96.5,93
"2025-05-05 20:50:00",10.41,98.5,93.2
"2025-05-05 21:00:00",10.26,99.1,93.6
"2025-05-05 21:10:00",10.66,95.9,91.9
"2025-05-05 21:20:00",10.57,98.4,93.6
"2025-05-05 21:30:00",10.46,100,92.1
"2025-05-05 21:40:00",10.58,99.1,93.3
"2025-05-05 21:50:00",11.01,98.1,93.2
"2025-05-05 22:00:00",11.39,97.6,93.3
"2025-05-05 22:10:00",11.5,96.9,94
"2025-05-05 22:20:00",11.51,97.4,94.8
"2025-05-05 22:30:00",11.63,97.4,95.1
"2025-05-05 22:40:00",11.57,97.9,95.5
"2025-05-05 22:50:00",11.55,97.8,96.2
"2025-05-05 23:00:00",11.61,97.9,95.9
"2025-05-05 23:10:00",11.69,98.3,96.1
"2025-05-05 23:20:00",11.8,98.2,96.2
"2025-05-05 23:30:00",11.83,98.4,96.8
"2025-05-05 23:40:00",11.9,98.1,96.5
"2025-05-05 23:50:00",11.95,98.2,96.8
"2025-05-06 00:00:00",12.04,98,96.8
"2025-05-06 00:10:00",12.11,98.2,96.6
"2025-05-06 00:20:00",12.19,98.3,96.9
"2025-05-06 00:30:00",12.2,98.3,96.8
"2025-05-06 00:40:00",12.23,98.4,97.1
"2025-05-06 00:50:00",12.29,98.7,96.9
"2025-05-06 01:00:00",12.34,98.2,97.1
"2025-05-06 01:10:00",12.48,97.9,96.4
"2025-05-06 01:20:00",12.58,98.1,96.5
"2025-05-06 01:30:00",12.6,98.3,96.7
"2025-05-06 01:40:00",12.61,98.5,96.9
"2025-05-06 01:50:00",12.7,97.8,96.7
"2025-05-06 02:00:00",12.71,97.7,96.6
"2025-05-06 02:10:00",12.78,97.8,96.4
"2025-05-06 02:20:00",12.75,97.7,96.3
"2025-05-06 02:30:00",12.8,97.3,95.8
"2025-05-06 02:40:00",12.81,97.7,95.6
"2025-05-06 02:50:00",12.9,96.6,95.4
"2025-05-06 03:00:00",12.9,96.8,95.4
"2025-05-06 03:10:00",12.94,96.8,95.3
"2025-05-06 03:20:00",13.08,96.4,94.3
"2025-05-06 03:30:00",13.07,95.8,94.4
"2025-05-06 03:40:00",13.09,95.2,94
"2025-05-06 03:50:00",13.07,95.5,93.7
"2025-05-06 04:00:00",12.82,96.4,94.8
"2025-05-06 04:10:00",12.71,96.6,95.1
"2025-05-06 04:20:00",12.7,96.3,94.7
"2025-05-06 04:30:00",12.75,96.1,94.6
"2025-05-06 04:40:00",12.8,95.9,94.6
"2025-05-06 04:50:00",12.82,96.2,94.3
"2025-05-06 05:00:00",12.9,95.7,94.3
"2025-05-06 05:10:00",12.92,95.4,93.7
"2025-05-06 05:20:00",12.97,95.4,94.1
"2025-05-06 05:30:00",13.01,95.7,93.9
"2025-05-06 05:40:00",13.02,95.6,94.1
"2025-05-06 05:50:00",13.09,95.8,93.9
"2025-05-06 06:00:00",13.12,95.5,94
"2025-05-06 06:10:00",13.16,95.9,94
"2025-05-06 06:20:00",13.18,96,93.8
"2025-05-06 06:30:00",13.16,97.1,94.4
"2025-05-06 06:40:00",13.2,96.4,94.1
"2025-05-06 06:50:00",13.28,96.2,93.6
"2025-05-06 07:00:00",13.34,96.5,93.8
"2025-05-06 07:10:00",13.37,96.7,92.9
"2025-05-06 07:20:00",13.41,96.7,93.3
"2025-05-06 07:30:00",13.45,97.1,93.1
"2025-05-06 07:40:00",13.54,96.4,93.1
"2025-05-06 07:50:00",13.5,97.3,92.6
"2025-05-06 08:00:00",13.64,97.7,92.6
"2025-05-06 08:10:00",13.68,98.5,93
"2025-05-06 08:20:00",13.7,98.7,92.4
"2025-05-06 08:30:00",13.77,99.4,91.5
"2025-05-06 08:40:00",13.89,99.7,92.7
"2025-05-06 08:50:00",14.36,99.1,91.6
"2025-05-06 09:00:00",14.33,100,92.1
"2025-05-06 09:10:00",14.4,100,92
"2025-05-06 09:20:00",14.5,100,91.1
"2025-05-06 09:30:00",14.78,100,90.9
"2025-05-06 09:40:00",14.48,100,90
"2025-05-06 09:50:00",14.57,100,93.4
"2025-05-06 10:00:00",14.67,100,89.8
"2025-05-06 10:10:00",14.89,100,90.8
"2025-05-06 10:20:00",14.94,100,89.2
"2025-05-06 10:30:00",14.6,100,88.9
"2025-05-06 10:40:00",14.72,100,86.2
"2025-05-06 10:50:00",14.45,100,90.5
"2025-05-06 11:00:00",14.43,100,89.8
"2025-05-06 11:10:00",14.42,100,89.1
"2025-05-06 11:20:00",14.68,100,87.8
"2025-05-06 11:30:00",14.91,100,83.9
"2025-05-06 11:40:00",14.86,100,85.6
"2025-05-06 11:50:00",14.92,100,85.2
"2025-05-06 12:00:00",14.69,100,84.2
"2025-05-06 12:10:00",14.71,100,88
"2025-05-06 12:20:00",14.8,100,84.3
"2025-05-06 12:30:00",14.72,100,86.5
"2025-05-06 12:40:00",14.71,100,84.9
"2025-05-06 12:50:00",14.64,100,86.3
"2025-05-06 13:00:00",14.74,100,82.3
"2025-05-06 13:10:00",14.57,100,88.1
"2025-05-06 13:20:00",14.68,99.3,86.5
"2025-05-06 13:30:00",14.78,98.4,84.5
"2025-05-06 13:40:00",14.9,97.6,84.5
"2025-05-06 13:50:00",15.12,98.2,81.7
"2025-05-06 14:00:00",15.44,95.3,83.9
"2025-05-06 14:10:00",15.38,95.9,81.9
"2025-05-06 14:20:00",15.09,96.6,83.1
"2025-05-06 14:30:00",15.11,96.9,85.1
"2025-05-06 14:40:00",15.03,97.9,85.2
"2025-05-06 14:50:00",14.95,98.1,81.5
"2025-05-06 15:00:00",15.23,97,84.3
"2025-05-06 15:10:00",15.08,97.6,85.2
"2025-05-06 15:20:00",14.79,97.7,87.7
"2025-05-06 15:30:00",14.86,97,86.4
"2025-05-06 15:40:00",14.94,97.7,86.6
"2025-05-06 15:50:00",14.96,97.7,86.9
"2025-05-06 16:00:00",15.18,96.7,86.6
"2025-05-06 16:10:00",14.88,98.4,87.2
"2025-05-06 16:20:00",14.85,97.8,89.2
"2025-05-06 16:30:00",14.93,97.6,89
"2025-05-06 16:40:00",14.88,98.5,89
"2025-05-06 16:50:00",14.96,97.7,88.2
"2025-05-06 17:00:00",15.16,96.2,87
"2025-05-06 17:10:00",15.12,94,84.6
"2025-05-06 17:20:00",15.16,92.9,84
"2025-05-06 17:30:00",15.21,90.9,83.2
"2025-05-06 17:40:00",15.16,89.3,82.8
"2025-05-06 17:50:00",14.97,88.5,82.9
"2025-05-06 18:00:00",14.85,89,84.1
"2025-05-06 18:10:00",15.01,89,82
"2025-05-06 18:20:00",14.71,87.5,84.5
"2025-05-06 18:30:00",14.27,88.8,85
"2025-05-06 18:40:00",13.8,89.8,87.7
"2025-05-06 18:50:00",13.59,89.2,87.3
"2025-05-06 19:00:00",13.29,88.9,87.6
"2025-05-06 19:10:00",12.6,93.8,87.7
"2025-05-06 19:20:00",11.22,94.6,91.1
"2025-05-06 19:30:00",10.68,93.6,91.1
"2025-05-06 19:40:00",10.52,94.1,90.2
"2025-05-06 19:50:00",10.32,93.6,90
"2025-05-06 20:00:00",10.13,93.9,90.1
"2025-05-06 20:10:00",9.94,93.8,91.1
"2025-05-06 20:20:00",9.86,94.5,90.3
"2025-05-06 20:30:00",10.18,93.3,90.4
"2025-05-06 20:40:00",9.91,96,90.6
"2025-05-06 20:50:00",9.73,95.9,91.6
"2025-05-06 21:00:00",9.67,95,92.4
"2025-05-06 21:10:00",9.69,95.2,92
"2025-05-06 21:20:00",9.65,96.3,92.5
"2025-05-06 21:30:00",9.54,96.5,92.2
"2025-05-06 21:40:00",9.48,96.6,93
"2025-05-06 21:50:00",9.47,96.2,91.8
"2025-05-06 22:00:00",9.47,96.8,93.4
"2025-05-06 22:10:00",9.38,97,93.4
"2025-05-06 22:20:00",9.29,96.8,94.1
"2025-05-06 22:30:00",9.26,97.8,93
"2025-05-06 22:40:00",9.26,97.6,93.9
"2025-05-06 22:50:00",9.55,97.2,92.8
"2025-05-06 23:00:00",9.8,97,93.2
"2025-05-06 23:10:00",10.1,97.4,92
"2025-05-06 23:20:00",10.33,96.9,93.4
"2025-05-06 23:30:00",10.51,97.4,94.1
"2025-05-06 23:40:00",10.57,97.4,93.9
"2025-05-06 23:50:00",10.59,97.8,94.6
"2025-05-07 00:00:00",10.54,97.9,95.2
"2025-05-07 00:10:00",10.52,97.7,95.5
"2025-05-07 00:20:00",10.66,97.4,94.9
"2025-05-07 00:30:00",10.73,98.1,94.2
"2025-05-07 00:40:00",10.69,97.9,95.3
"2025-05-07 00:50:00",10.57,97.9,95.4
"2025-05-07 01:00:00",10.18,99.8,96.5
"2025-05-07 01:10:00",9.9,99,95.4
"2025-05-07 01:20:00",9.91,98.2,93.7
"2025-05-07 01:30:00",9.89,98.8,92.9
"2025-05-07 01:40:00",9.73,98.7,94.5
"2025-05-07 01:50:00",9.53,100,94
"2025-05-07 02:00:00",9.48,98.4,92.8
"2025-05-07 02:10:00",9.76,99.3,93.8
"2025-05-07 02:20:00",9.72,99.4,94.3
"2025-05-07 02:30:00",9.61,99.7,94.2
"2025-05-07 02:40:00",9.35,100,96.1
"2025-05-07 02:50:00",9.7,98.1,94.6
"2025-05-07 03:00:00",10.35,97.1,93.6
"2025-05-07 03:10:00",10.87,96.9,92.1
"2025-05-07 03:20:00",11.03,98.3,93.8
"2025-05-07 03:30:00",11.18,98.8,95.4
"2025-05-07 03:40:00",11.44,98,95.4
"2025-05-07 03:50:00",11.71,97.4,95.6
"2025-05-07 04:00:00",11.91,97.3,95.5
"2025-05-07 04:10:00",12.04,97.8,96.4
"2025-05-07 04:20:00",12.01,98.7,97.1
"2025-05-07 04:30:00",12.08,98.9,96.7
"2025-05-07 04:40:00",12.12,98.8,97.3
"2025-05-07 04:50:00",12.29,98.3,96.7
"2025-05-07 05:00:00",12.33,98.8,96.8
"2025-05-07 05:10:00",12.4,98.1,96.5
"2025-05-07 05:20:00",12.4,98.4,96.9
"2025-05-07 05:30:00",12.41,98.2,96.7
"2025-05-07 05:40:00",12.5,97.9,96.5
"2025-05-07 05:50:00",12.48,98.5,96.6
"2025-05-07 06:00:00",12.5,98.7,97
"2025-05-07 06:10:00",12.57,98.7,96.9
"2025-05-07 06:20:00",12.75,98.3,96.3
"2025-05-07 06:30:00",12.78,98.9,96.8
"2025-05-07 06:40:00",12.8,99.5,96.2
"2025-05-07 06:50:00",12.92,99.5,96.6
"2025-05-07 07:00:00",12.87,99.9,97.4
"2025-05-07 07:10:00",12.91,100,96.7
"2025-05-07 07:20:00",12.96,100,96.8
"2025-05-07 07:30:00",13,100,96.8
"2025-05-07 07:40:00",13.12,100,96.3
"2025-05-07 07:50:00",13.11,100,96.2
"2025-05-07 08:00:00",13.17,100,96.1
"2025-05-07 08:10:00",13.18,100,95.5
"2025-05-07 08:20:00",13.28,100,94.8
"2025-05-07 08:30:00",13.37,100,95.4
"2025-05-07 08:40:00",13.55,100,92.7
"2025-05-07 08:50:00",13.45,99.3,93.3
"2025-05-07 09:00:00",13.77,99.4,92.4
"2025-05-07 09:10:00",13.78,100,91
"2025-05-07 09:20:00",13.66,99.7,93.6
"2025-05-07 09:30:00",13.66,100,93.4
"2025-05-07 09:40:00",13.76,100,92.2
"2025-05-07 09:50:00",13.65,100,0
"2025-05-07 10:00:00",13.84,100,92.9
"2025-05-07 10:10:00",14.07,100,91.2
"2025-05-07 10:20:00",14.33,100,89.3
"2025-05-07 10:30:00",14.2,99.9,91.4
"2025-05-07 10:40:00",14.38,100,88.8
"2025-05-07 10:50:00",14.28,100,92.7
"2025-05-07 11:00:00",14.31,100,90.1
"2025-05-07 11:10:00",14.4,100,90.8
"2025-05-07 11:20:00",14.46,100,90.1
"2025-05-07 11:30:00",14.49,99.8,89.6
"2025-05-07 11:40:00",15.05,99.1,84.2
"2025-05-07 11:50:00",15.94,97.1,80.3
"2025-05-07 12:00:00",15.89,98,85.1
"2025-05-07 12:10:00",15.24,100,86.1
"2025-05-07 12:20:00",14.91,100,86.8
"2025-05-07 12:30:00",14.37,100,89.1
"2025-05-07 12:40:00",14.41,98.3,90
"2025-05-07 12:50:00",14.59,97.9,87.6
"2025-05-07 13:00:00",14.34,97.6,89.7
"2025-05-07 13:10:00",14.74,96.5,86.8
"2025-05-07 13:20:00",14.8,98.2,86.9
"2025-05-07 13:30:00",14.86,97.2,85.6
"2025-05-07 13:40:00",15.05,95.3,84.5
"2025-05-07 13:50:00",15.1,96.3,85
"2025-05-07 14:00:00",14.75,95.5,88.1
"2025-05-07 14:10:00",14.78,97.4,86
"2025-05-07 14:20:00",14.59,95.9,87.7
"2025-05-07 14:30:00",14.62,95.2,87.8
"2025-05-07 14:40:00",14.69,95.2,87.4
"2025-05-07 14:50:00",14.71,95.9,87.3
"2025-05-07 15:00:00",14.77,96.3,87.4
"2025-05-07 15:10:00",14.56,95.2,88.1
"2025-05-07 15:20:00",14.6,96.3,87.4
"2025-05-07 15:30:00",14.81,93.3,86.6
"2025-05-07 15:40:00",14.62,95.6,88.4
"2025-05-07 15:50:00",14.62,96.2,88.5
"2025-05-07 16:00:00",14.54,97.3,88.9
"2025-05-07 16:10:00",14.49,96.7,89.8
"2025-05-07 16:20:00",14.86,95.6,86.9
"2025-05-07 16:30:00",14.59,96.7,91.3
"2025-05-07 16:40:00",14.59,94.9,90.8
"2025-05-07 16:50:00",14.48,95.1,90.5
"2025-05-07 17:00:00",14.56,94.2,90.7
"2025-05-07 17:10:00",14.54,94.2,89.8
"2025-05-07 17:20:00",14.76,93.7,88.8
"2025-05-07 17:30:00",14.78,93.5,88.8
"2025-05-07 17:40:00",14.59,94.2,90.6
"2025-05-07 17:50:00",14.52,94.2,90.5
"2025-05-07 18:00:00",14.31,94.3,92.3
"2025-05-07 18:10:00",14.3,93.8,91.6
"2025-05-07 18:20:00",14.2,93.5,91.1
"2025-05-07 18:30:00",14.08,93.3,91.7
"2025-05-07 18:40:00",13.96,93.4,91.1
"2025-05-07 18:50:00",14.01,92.4,89.7
"2025-05-07 19:00:00",14.16,91.2,88.7
"2025-05-07 19:10:00",14.61,89.4,84.3
"2025-05-07 19:20:00",14.6,89.7,84.4
"2025-05-07 19:30:00",14.78,88,84.7
"2025-05-07 19:40:00",14.8,87.8,82.6
"2025-05-07 19:50:00",14.38,89.8,81.8
"2025-05-07 20:00:00",14.28,90.1,81.9
"2025-05-07 20:10:00",14.24,89.3,84.7
"2025-05-07 20:20:00",13.81,92.3,85.3
"2025-05-07 20:30:00",13.82,88.7,85.4
"2025-05-07 20:40:00",13.9,88.5,83.4
"2025-05-07 20:50:00",13.88,88.5,83.9
"2025-05-07 21:00:00",13.71,88.7,85.7
"2025-05-07 21:10:00",13.65,89.3,85.3
"2025-05-07 21:20:00",14.12,87.2,81.8
"2025-05-07 21:30:00",14.44,84.9,81.5
"2025-05-07 21:40:00",14.17,87.1,84.1
"2025-05-07 21:50:00",13.98,90.3,83.6
"2025-05-07 22:00:00",14.44,87.5,80.2
"2025-05-07 22:10:00",14.19,87.7,82.2
"2025-05-07 22:20:00",14.26,85.9,81.6
"2025-05-07 22:30:00",14.07,87.6,81.7
"2025-05-07 22:40:00",13.69,89,83.1
"2025-05-07 22:50:00",13.68,87.9,83
"2025-05-07 23:00:00",13.19,89.3,86.7
"2025-05-07 23:10:00",13.2,89.8,85.3
"2025-05-07 23:20:00",13.58,87.7,85.2
"2025-05-07 23:30:00",13.86,88,82.9
"2025-05-07 23:40:00",14.15,86.6,82.6
"2025-05-07 23:50:00",13.79,88.9,85
"2025-05-08 00:00:00",14.2,86.8,82.9
"2025-05-08 00:10:00",14.23,86.9,79.9
"2025-05-08 00:20:00",14.04,88.2,81.3
"2025-05-08 00:30:00",13.35,89.8,83.4
"2025-05-08 00:40:00",12.79,90.2,86
"2025-05-08 00:50:00",12.51,91.3,87
"2025-05-08 01:00:00",12.77,90.6,85.6
"2025-05-08 01:10:00",12.88,90,86.2
"2025-05-08 01:20:00",12.62,92.1,87.1
"2025-05-08 01:30:00",12.74,89.9,85.1
"2025-05-08 01:40:00",12.86,91.4,84.9
"2025-05-08 01:50:00",12.31,94.2,85.3
"2025-05-08 02:00:00",11.91,98.7,87.1
"2025-05-08 02:10:00",11.34,98.5,89.3
"2025-05-08 02:20:00",11.09,99,88.4
"2025-05-08 02:30:00",11.39,97.4,82.9
"2025-05-08 02:40:00",11.1,95.6,84.8
"2025-05-08 02:50:00",10.84,97.5,88.9
"2025-05-08 03:00:00",11.1,94.8,89.3
"2025-05-08 03:10:00",10.85,95,89.7
"2025-05-08 03:20:00",11.17,96.9,86.2
"2025-05-08 03:30:00",10.87,97.1,90.8
"2025-05-08 03:40:00",10.74,99.6,91.4
"2025-05-08 03:50:00",10.79,100,86.6
"2025-05-08 04:00:00",11.76,92.5,86.5
"2025-05-08 04:10:00",11.89,93.6,86.1
"2025-05-08 04:20:00",11.82,93.9,89.5
"2025-05-08 04:30:00",12.18,92.5,88.3
"2025-05-08 04:40:00",12.4,95.8,89.2
"2025-05-08 04:50:00",11.95,96.6,90.3
"2025-05-08 05:00:00",11.8,97,91.9
"2025-05-08 05:10:00",11.71,96,89.9
"2025-05-08 05:20:00",11.64,96.4,90.1
"2025-05-08 05:30:00",11.82,95,88.5
"2025-05-08 05:40:00",12.75,92.9,87.2
"2025-05-08 05:50:00",12.92,94.7,89.6
"2025-05-08 06:00:00",13.1,94.8,92.2
"2025-05-08 06:10:00",13.27,95.8,93.6
"2025-05-08 06:20:00",13.34,100,93.7
"2025-05-08 06:30:00",13.21,100,98.7
"2025-05-08 06:40:00",13.33,100,99.9
"2025-05-08 06:50:00",13.69,100,98.7
"2025-05-08 07:00:00",14.06,100,98.2
"2025-05-08 07:10:00",14.78,100,93.2
"2025-05-08 07:20:00",14.05,100,99.4
"2025-05-08 07:30:00",14.01,100,96.3
"2025-05-08 07:40:00",14.1,100,94
"2025-05-08 07:50:00",14.03,100,94.2
"2025-05-08 08:00:00",14.29,100,91.1
"2025-05-08 08:10:00",14.49,100,89.7
"2025-05-08 08:20:00",14.72,99.2,89.9
"2025-05-08 08:30:00",14.41,100,91.3
"2025-05-08 08:40:00",14.05,100,94.8
"2025-05-08 08:50:00",13.72,100,98
"2025-05-08 09:00:00",13.82,100,95.1
"2025-05-08 09:10:00",13.76,100,96.8
"2025-05-08 09:20:00",13.65,100,97
"2025-05-08 09:30:00",13.42,100,98.4
"2025-05-08 09:40:00",13.42,100,96.7
"2025-05-08 09:50:00",13.39,100,97.6
"2025-05-08 10:00:00",13.38,100,95.8
"2025-05-08 10:10:00",13.45,100,96
"2025-05-08 10:20:00",13.56,100,92.8
"2025-05-08 10:30:00",13.54,100,96.3
"2025-05-08 10:40:00",13.56,100,93
"2025-05-08 10:50:00",13.56,100,94.1
"2025-05-08 11:00:00",13.46,100,95.1
"2025-05-08 11:10:00",13.51,100,92
"2025-05-08 11:20:00",13.54,100,93
"2025-05-08 11:30:00",13.74,100,91.8
"2025-05-08 11:40:00",13.74,100,92
"2025-05-08 11:50:00",13.63,100,93.1
"2025-05-08 12:00:00",13.72,100,93.3
"2025-05-08 12:10:00",13.76,100,91.2
"2025-05-08 12:20:00",13.82,100,93.8
"2025-05-08 12:30:00",13.84,100,92.4
"2025-05-08 12:40:00",13.74,100,94.3
"2025-05-08 12:50:00",13.88,100,89.4
"2025-05-08 13:00:00",13.8,100,91.2
"2025-05-08 13:10:00",13.8,100,92
"2025-05-08 13:20:00",13.93,100,90.1
"2025-05-08 13:30:00",13.99,100,90.9
"2025-05-08 13:40:00",13.89,100,90.9
"2025-05-08 13:50:00",13.9,100,92.1
"2025-05-08 14:00:00",13.86,100,92.8
"2025-05-08 14:10:00",14.25,100,89.8
"2025-05-08 14:20:00",14.76,100,89.4
"2025-05-08 14:30:00",14.86,100,88.6
"2025-05-08 14:40:00",14.62,100,91.2
"2025-05-08 14:50:00",14.92,100,89.8
"2025-05-08 15:00:00",14.56,100,92.8
"2025-05-08 15:10:00",14.67,100,91.1
"2025-05-08 15:20:00",14.89,100,88.5
"2025-05-08 15:30:00",14.35,100,91.8
"2025-05-08 15:40:00",14.27,100,92.5
"2025-05-08 15:50:00",14.17,100,93.3
"2025-05-08 16:00:00",13.99,100,93.9
"2025-05-08 16:10:00",13.8,100,94.1
